Weather Type,Temperature_normalized,Humidity_normalized,Wind Speed_normalized,Precipitation (%)_normalized,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Atmospheric Pressure_normalized,UV Index_normalized,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Visibility (km)_normalized,Location_coastal,Location_inland,Location_mountain,Weather Type_Rainy,Weather Type_Snowy
Rainy,1.218200415793162,-0.5406143356451102,0.5064192442284092,-1.1805135167765728,0,0,1,0.28826833811583724,-0.6875575690890002,0,0,0,1,-0.20029059802640234,0,0,1,1,0
Rainy,1.0942678879436842,0.42631317842617866,-0.7054196240391583,1.251694724440086,0,1,0,-0.18145649435827993,-0.38454164147370107,0,1,0,0,-0.5413678419932209,1,0,0,1,0
Snowy,-0.5168549740995266,-1.1207708440878836,0.5737436257988295,-0.6714466755916908,0,1,0,-0.04994480564999969,-0.6875575690890002,0,0,0,1,-0.8824450859600393,0,1,0,0,1
Snowy,-0.3929224462500489,1.0709315211403712,-1.311339058172942,-1.0673875520688214,0,1,0,-0.36281308435428405,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,1,0,0,1
Rainy,0.28870645692207886,1.1998551896832097,1.448960586214295,0.9123168303168313,0,1,0,0.3336074856148383,3.251649489909889,0,0,0,1,-0.37082922000981156,0,0,1,1,0
Rainy,0.040841401223123304,0.7486223497832749,1.785582494066397,0.06387209500869447,0,0,1,-0.037835592342814583,-0.6875575690890002,0,0,0,1,-0.8824450859600393,0,0,1,1,0
Snowy,-0.5168549740995266,1.7155498638545639,0.9103655336509316,1.9304505126865956,0,1,0,-0.1642783080387856,1.433553924218094,0,0,0,1,-0.029751976042993074,0,0,1,0,1
Snowy,-1.1984838772716546,-1.8943128553449147,-1.4459878213137827,-0.9542615873610697,0,0,1,3.7928999569050506,1.7365698518333932,0,1,0,0,4.404252195525648,0,0,1,0,1
Rainy,0.9703353600942066,0.8130841840546942,-0.3687977161870562,0.4032499891319492,0,1,0,0.6169067550806421,0.22149021375689726,0,0,1,0,0.14078664594041618,0,0,1,1,0
Snowy,-0.7647200297984822,1.264317023954629,0.8430411520805112,0.6295019185474524,0,1,0,-0.457715523529211,-0.6875575690890002,0,0,0,1,-0.029751976042993074,0,0,1,0,1
Rainy,0.41263898477155664,0.7486223497832749,-0.16682457147579494,1.3082577067939618,0,1,0,0.5625561000042016,0.22149021375689726,0,0,0,1,0.14078664594041618,0,1,0,1,0
Snowy,-0.88865255764796,1.1353933554117905,1.0450142967917724,0.7426278832552039,0,0,1,-0.1913128307711068,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,0,1,0,1
Snowy,-0.7027537658737433,0.5552368469690172,0.23712171794672754,0.17699805971644605,0,1,0,-0.3774567841676254,-0.6875575690890002,0,0,0,1,0.14078664594041618,0,1,0,0,1
Snowy,-0.9506188215726988,1.006469686868952,-0.9073927687504195,-1.1239505344226972,0,1,0,-0.16512313687416993,-0.6875575690890002,0,0,0,1,-0.20029059802640234,0,1,0,0,1
Rainy,0.7224703043952511,1.0709315211403712,0.1024729548058867,0.8557538479629555,0,1,0,0.012854137780293658,0.22149021375689726,1,0,0,0,-0.37082922000981156,1,0,0,1,0
Rainy,0.3506727208468177,0.3618513441547594,0.8430411520805112,-1.1805135167765728,0,1,0,-0.03924364040178848,-0.6875575690890002,0,1,0,0,-0.20029059802640234,1,0,0,1,0
Rainy,1.1562341518684232,-0.9918471755450451,-0.8400683871799991,-0.38863176382231185,0,1,0,-0.1425943679305652,-0.6875575690890002,0,0,0,1,-0.20029059802640234,0,0,1,1,0
Snowy,-0.45488871017478777,-0.21830516428801394,4.613206520024055,0.6860649009013282,0,1,0,-0.018686138740750403,0.8275220689874956,0,0,0,1,0.3113252679238254,0,1,0,0,1
Rainy,0.9083690961694677,0.42631317842617866,-0.43612209775747657,-0.44519474617618765,0,1,0,-0.059519532451031774,-0.38454164147370107,0,0,0,1,-0.5413678419932209,0,0,1,1,0
Snowy,-0.5168549740995266,1.1998551896832097,-1.3786634397433624,0.7991908656090797,0,0,1,-0.12316330471670946,-0.6875575690890002,0,0,0,1,-0.20029059802640234,0,1,0,0,1
Snowy,-0.5168549740995266,0.1684658413405016,0.16979733637630712,-1.0108245697149456,0,1,0,-0.39857750505225303,-0.38454164147370107,0,0,0,1,0.14078664594041618,0,1,0,0,1
Snowy,0.040841401223123304,-1.700927352530657,-0.8400683871799991,1.251694724440086,0,1,0,1.8551442181434155,1.433553924218094,0,0,1,0,3.0399432196583733,0,1,0,0,1
Rainy,1.280166679717901,-1.0563090098164643,-0.7727440056095787,0.5163759538397008,0,1,0,0.4532915706277282,-0.6875575690890002,0,1,0,0,0.3113252679238254,0,1,0,1,0
Rainy,1.0942678879436842,-0.6695380041879487,0.7757167705100908,0.8557538479629555,0,1,0,-0.131893202682354,0.22149021375689726,0,0,0,1,0.48186388990723467,0,0,1,1,0
Rainy,1.4040992075673786,-1.0563090098164643,-0.3014733346166358,0.459812971485825,0,0,1,0.33698680095637884,-0.38454164147370107,0,0,1,0,-0.029751976042993074,0,1,0,1,0
Rainy,0.9083690961694677,1.1353933554117905,-0.8400683871799991,0.8557538479629555,0,1,0,0.2578545000419723,-0.6875575690890002,1,0,0,0,0.3113252679238254,0,0,1,1,0
Snowy,-0.9506188215726988,-0.34722883283085243,-0.03217580833495412,-0.6714466755916908,0,0,1,-0.3853418532978856,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,1,0,0,1
Rainy,1.280166679717901,-1.0563090098164643,-0.9073927687504195,1.3648206891478376,0,1,0,0.6309872356703938,-0.6875575690890002,0,0,1,0,0.3113252679238254,0,0,1,1,0
Snowy,-0.5168549740995266,0.8130841840546942,-0.7727440056095787,0.9688798126707071,0,1,0,0.05481396993775415,-0.6875575690890002,0,0,0,1,-0.37082922000981156,0,1,0,0,1
Snowy,-1.0745513494221768,-0.024919661473756162,-0.3014733346166358,1.1951317420862102,0,1,0,0.06973927936289023,1.433553924218094,0,0,0,1,-0.8824450859600393,0,1,0,0,1
Snowy,-1.0745513494221768,0.9420078525975327,-0.43612209775747657,-0.8411356226533182,0,1,0,-0.05304251137974546,-0.38454164147370107,0,0,0,1,0.14078664594041618,0,1,0,0,1
Rainy,1.218200415793162,-0.9273853412736258,-0.8400683871799991,-0.44519474617618765,0,0,1,0.3268488549317572,0.22149021375689726,0,0,1,0,0.14078664594041618,1,0,0,1,0
Rainy,0.5365715126210344,0.9420078525975327,0.30444609951714796,-1.0108245697149456,0,1,0,0.5893090131247313,-0.6875575690890002,0,0,0,1,0.14078664594041618,0,1,0,1,0
Rainy,0.22674019299733997,-2.216622026702011,-0.43612209775747657,-3.612721757993232,0,0,1,-4.069358794800537,3.554665417525188,0,0,0,1,-0.029751976042993074,1,0,0,1,0
Snowy,1.3421329436426397,-2.6033930323305263,-0.16682457147579494,-3.3864698285777286,0,0,1,-4.866313996180485,2.0395857794486925,1,0,0,0,3.0399432196583733,0,1,0,0,1
Rainy,0.78443656831999,0.6196986812404364,-0.09950018990537453,-0.5583207108839392,0,1,0,0.09086000024751788,-0.38454164147370107,0,0,0,1,0.48186388990723467,0,0,1,1,0
Snowy,-0.88865255764796,0.5552368469690172,-0.9747171503208399,-1.1805135167765728,0,1,0,-0.46447415421229216,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,0,1,0,1
Snowy,-1.0745513494221768,-1.1207708440878836,-1.311339058172942,1.3648206891478376,0,1,0,-0.08937015130130396,-0.38454164147370107,0,0,0,1,-0.37082922000981156,0,1,0,0,1
Snowy,-0.8266862937232211,0.23292767561192088,-1.647960966025044,-0.5583207108839392,0,1,0,-0.16484152726237516,-0.6875575690890002,0,0,0,1,-0.71190646397663,0,1,0,0,1
Rainy,0.16477392907260108,0.10400400706908236,0.43909486265798875,-0.897698605007194,0,1,0,0.4096420807994958,-0.6875575690890002,1,0,0,0,-0.029751976042993074,0,0,1,1,0
Rainy,1.7139305271910732,-0.21830516428801394,-1.5806365844546235,0.23356104207032183,0,1,0,1.694626739420244,-0.6875575690890002,0,0,1,0,2.1872501097413273,0,1,0,1,0
Rainy,0.5365715126210344,0.23292767561192088,-0.7054196240391583,0.5729389361935766,0,0,1,0.30938905900046487,-0.38454164147370107,0,0,1,0,-0.029751976042993074,1,0,0,1,0
Rainy,0.4746052486962955,-0.5406143356451102,-0.9747171503208399,1.0820057773784586,0,1,0,0.43245245935489535,-0.08152571385840189,0,1,0,0,-0.029751976042993074,0,0,1,1,0
Rainy,0.4746052486962955,-1.1852326783593028,0.03514857323546629,-1.8592693050230824,0,1,0,-4.924043966598469,-0.08152571385840189,0,0,1,0,4.745329439492466,0,0,1,1,0
Snowy,-0.5168549740995266,0.10400400706908236,0.16979733637630712,0.23356104207032183,0,1,0,-0.04994480564999969,-0.38454164147370107,0,0,0,1,-0.71190646397663,0,1,0,0,1
Snowy,-0.5788212380242655,0.1684658413405016,-0.3687977161870562,-0.6714466755916908,0,1,0,-0.38083609950916597,-0.38454164147370107,0,0,0,1,-0.029751976042993074,0,0,1,0,1
Snowy,-1.2604501411963933,-0.5406143356451102,-1.311339058172942,-1.0673875520688214,0,1,0,-0.23158300525779862,-0.38454164147370107,0,0,0,1,0.14078664594041618,0,0,1,0,1
Rainy,1.3421329436426397,-1.1207708440878836,-0.9073927687504195,-1.2370764991304486,0,1,0,-0.06824943041667633,-0.08152571385840189,0,0,1,0,0.14078664594041618,0,1,0,1,0
Snowy,-0.7027537658737433,1.3287788582260482,-1.311339058172942,-0.1623798344068087,0,1,0,0.02806105681722453,-0.6875575690890002,0,0,0,1,-0.5413678419932209,0,0,1,0,1
Snowy,-0.8266862937232211,0.8775460183261135,2.122204401918499,1.3648206891478376,0,0,1,-0.2763589335332069,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,0,1,0,1
Snowy,-0.7027537658737433,0.2973895098833401,0.7757167705100908,-0.1058168520529329,0,1,0,-0.39576140893430206,-0.6875575690890002,0,0,0,1,-0.71190646397663,0,1,0,0,1
Snowy,-0.45488871017478777,-0.5406143356451102,-1.3786634397433624,0.3466870067780734,0,1,0,-0.35520962483581864,-0.38454164147370107,0,0,0,1,-0.5413678419932209,0,0,1,0,1
Snowy,-0.6407875019490045,-0.9273853412736258,-1.0420415318912604,-1.2936394814843244,0,1,0,-0.3639395228014632,-0.38454164147370107,0,0,0,1,-0.8824450859600393,0,1,0,0,1
Rainy,0.9703353600942066,-0.15384333001659467,-0.43612209775747657,-0.38863176382231185,0,1,0,0.1902681932111645,0.22149021375689726,0,1,0,0,-0.029751976042993074,0,1,0,1,0
Rainy,0.7224703043952511,0.8775460183261135,0.9776899152213521,0.3466870067780734,0,1,0,0.5701595595226672,-0.6875575690890002,0,0,0,1,0.3113252679238254,1,0,0,1,0
Rainy,0.5985377765457732,1.1353933554117905,0.23712171794672754,1.0820057773784586,0,1,0,0.007221945544391675,-0.6875575690890002,0,0,1,0,0.3113252679238254,0,0,1,1,0
Snowy,-0.45488871017478777,0.1684658413405016,-1.311339058172942,0.7991908656090797,0,1,0,-0.1333012507413311,-0.38454164147370107,0,0,0,1,-0.5413678419932209,0,0,1,0,1
Rainy,0.5985377765457732,1.0709315211403712,0.5064192442284092,0.9123168303168313,0,1,0,0.5245388024118713,-0.6875575690890002,0,0,1,0,-0.37082922000981156,0,0,1,1,0
Snowy,-0.7647200297984822,0.8130841840546942,-1.311339058172942,0.459812971485825,0,1,0,-0.43096261040868145,-0.38454164147370107,0,0,0,1,0.14078664594041618,0,0,1,0,1
Snowy,-0.5168549740995266,-0.08938149574517543,-0.7727440056095787,0.007309112654818682,0,0,1,0.013698966615677995,-0.6875575690890002,0,0,0,1,-0.20029059802640234,0,0,1,0,1
Snowy,-0.7647200297984822,0.8775460183261135,-1.5133122028842032,-0.21894281676068447,0,1,0,0.013980576227472775,-0.38454164147370107,0,0,0,1,-0.71190646397663,0,1,0,0,1
Snowy,-0.6407875019490045,-0.9273853412736258,-0.23414895304621536,0.17699805971644605,0,1,0,-0.08148508217104375,-0.6875575690890002,0,0,0,1,-0.20029059802640234,0,0,1,0,1
Snowy,-0.3929224462500489,-0.08938149574517543,0.1024729548058867,0.06387209500869447,0,1,0,-0.4016752107819988,-0.38454164147370107,0,0,0,1,-0.37082922000981156,0,0,1,0,1
Snowy,-0.8266862937232211,-1.1852326783593028,-0.5707708608983174,1.0820057773784586,0,1,0,-0.44926723517536127,-0.38454164147370107,0,0,0,1,-0.20029059802640234,0,1,0,0,1
Rainy,1.280166679717901,0.5552368469690172,-0.16682457147579494,-1.1805135167765728,0,0,1,-0.04628388069666436,-0.6875575690890002,0,1,0,0,-0.029751976042993074,0,0,1,1,0
Rainy,1.8998293189652897,-0.4116906671022717,-1.311339058172942,-2.764277022685095,1,0,0,-0.6880721859775484,1.1305379966027949,0,1,0,0,1.6756342437910994,0,1,0,1,0
Snowy,-0.9506188215726988,-0.6695380041879487,-1.5806365844546235,1.1951317420862102,0,1,0,-0.14991621783723588,-0.38454164147370107,0,0,0,1,-0.71190646397663,0,0,1,0,1
Snowy,-1.1984838772716546,0.7486223497832749,-1.4459878213137827,1.251694724440086,0,1,0,0.04411280468954294,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,0,1,0,1
Snowy,-0.5788212380242655,0.6841605155118556,-0.6380952424687378,0.06387209500869447,0,0,1,-0.43068100079688665,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,1,0,0,1
Rainy,1.280166679717901,0.4907750126975979,0.16979733637630712,0.17699805971644605,0,1,0,0.048900168090057386,0.22149021375689726,0,0,0,1,0.14078664594041618,0,1,0,1,0
Rainy,0.9703353600942066,-1.1852326783593028,-0.09950018990537453,-1.406765446192076,0,0,1,-0.05191607293256634,0.22149021375689726,0,0,1,0,-0.029751976042993074,0,1,0,1,0
Rainy,1.0942678879436842,0.9420078525975327,0.03514857323546629,-1.406765446192076,0,0,1,-0.007703363880744418,-0.6875575690890002,0,0,1,0,0.48186388990723467,1,0,0,1,0
Rainy,0.4746052486962955,0.6196986812404364,0.43909486265798875,0.7426278832552039,0,1,0,0.0027161917556720095,-0.38454164147370107,0,0,0,1,-0.029751976042993074,0,1,0,1,0
Rainy,1.218200415793162,-0.08938149574517543,-0.03217580833495412,-1.3502024638382002,0,0,1,0.29192926306917255,-0.6875575690890002,0,1,0,0,-0.029751976042993074,0,1,0,1,0
Snowy,-0.45488871017478777,-0.21830516428801394,-0.23414895304621536,-0.1058168520529329,0,1,0,-0.4799626828610178,-0.38454164147370107,0,0,0,1,-0.20029059802640234,0,0,1,0,1
Rainy,1.7139305271910732,-0.34722883283085243,-1.311339058172942,0.23356104207032183,0,1,0,1.0303096651957522,0.22149021375689726,1,0,0,0,3.2104818416417826,0,0,1,1,0
Rainy,1.4040992075673786,0.6196986812404364,0.9103655336509316,1.3082577067939618,0,1,0,0.03622773555927952,-0.08152571385840189,1,0,0,0,-0.20029059802640234,0,0,1,1,0
Rainy,0.41263898477155664,-0.4116906671022717,1.0450142967917724,-1.0673875520688214,0,1,0,-0.20032433834854932,-0.6875575690890002,0,0,1,0,0.14078664594041618,0,0,1,1,0
Snowy,-0.9506188215726988,1.006469686868952,-0.43612209775747657,-0.6714466755916908,0,1,0,-0.2166576958326593,-0.6875575690890002,0,0,0,1,0.48186388990723467,0,0,1,0,1
Rainy,0.41263898477155664,-0.9273853412736258,0.9776899152213521,1.1385687597323344,0,1,0,0.5358031868836721,-0.08152571385840189,0,1,0,0,0.48186388990723467,1,0,0,1,0
Rainy,1.4660654714921175,0.6196986812404364,0.9776899152213521,-0.1058168520529329,0,1,0,0.577199799817543,-0.38454164147370107,0,1,0,0,0.14078664594041618,0,1,0,1,0
Rainy,1.8998293189652897,0.7486223497832749,1.2469874415030338,1.5910726185633408,0,1,0,0.13056695551061692,3.251649489909889,0,0,0,1,0.14078664594041618,1,0,0,1,0
Rainy,0.3506727208468177,1.1353933554117905,0.9103655336509316,-1.0108245697149456,0,1,0,0.15591182057216946,-0.6875575690890002,0,1,0,0,0.3113252679238254,0,1,0,1,0
Snowy,-1.0745513494221768,-0.5406143356451102,-0.503446479327897,-0.7280096579455666,0,1,0,-0.12175525665773236,-0.38454164147370107,0,0,0,1,-0.5413678419932209,0,0,1,0,1
Snowy,-0.45488871017478777,0.7486223497832749,-0.3687977161870562,0.6860649009013282,0,1,0,0.00891160321516355,-0.6875575690890002,0,0,0,1,-0.37082922000981156,0,0,1,0,1
Rainy,0.6605040404705121,-0.9273853412736258,0.9103655336509316,1.1951317420862102,0,0,1,0.25109586935889117,-0.6875575690890002,0,0,0,1,0.3113252679238254,1,0,0,1,0
Snowy,-1.0125850854974379,0.1684658413405016,0.9776899152213521,-0.5017577285300634,0,1,0,-0.06571494391052332,-0.6875575690890002,0,0,0,1,-0.71190646397663,0,1,0,0,1
Rainy,-0.02112486270161558,0.10400400706908236,0.5737436257988295,1.3648206891478376,0,1,0,0.22040042167323468,0.22149021375689726,0,1,0,0,-0.029751976042993074,1,0,0,1,0
Snowy,1.7139305271910732,-3.699244214944654,-1.647960966025044,-3.4430328109316046,1,0,0,-1.0336071796500592,-0.08152571385840189,1,0,0,0,0.8229411338740532,0,0,1,0,1
Rainy,0.28870645692207886,1.1998551896832097,0.03514857323546629,-0.7280096579455666,0,1,0,0.4468145495564419,-0.08152571385840189,0,0,0,1,-0.20029059802640234,1,0,0,1,0
Rainy,0.9703353600942066,0.23292767561192088,0.7757167705100908,-1.1805135167765728,0,0,1,0.023836912640299645,-0.38454164147370107,1,0,0,0,-0.20029059802640234,1,0,0,1,0
Rainy,0.78443656831999,-1.1852326783593028,0.9776899152213521,-0.7280096579455666,0,0,1,0.47948126452466505,-0.08152571385840189,0,0,0,1,0.3113252679238254,1,0,0,1,0
Rainy,-0.02112486270161558,1.3287788582260482,0.5064192442284092,-0.9542615873610697,0,1,0,-0.04684709992025391,-0.08152571385840189,1,0,0,0,-0.71190646397663,0,0,1,1,0
Rainy,-0.7647200297984822,-2.990164037959042,-1.4459878213137827,-3.273343863869977,0,1,0,-1.8922348860131182,-0.38454164147370107,0,0,0,1,2.528327353708146,1,0,0,1,0
Snowy,-0.7027537658737433,1.006469686868952,0.1024729548058867,-0.04925386969905711,0,1,0,-0.4613764484825464,-0.6875575690890002,0,0,0,1,0.14078664594041618,0,1,0,0,1
Snowy,-1.2604501411963933,1.006469686868952,-0.6380952424687378,1.3082577067939618,0,0,1,-0.2293301283634372,-0.38454164147370107,0,0,0,1,0.14078664594041618,0,0,1,0,1
Snowy,1.0942678879436842,-0.08938149574517543,-1.0420415318912604,-0.38863176382231185,0,0,1,5.015085672095499,3.554665417525188,1,0,0,0,-1.2235223299268578,1,0,0,0,1
Rainy,1.4660654714921175,1.3287788582260482,2.9300969807635444,-0.04925386969905711,0,0,1,0.5214410966821256,2.0395857794486925,1,0,0,0,-0.8824450859600393,0,1,0,1,0
Snowy,-1.0745513494221768,1.1998551896832097,-1.0420415318912604,-0.1058168520529329,0,1,0,-0.27692215275679966,-0.6875575690890002,0,0,0,1,-0.5413678419932209,0,0,1,0,1
Snowy,0.9083690961694677,-3.505858712130396,-0.3687977161870562,0.9123168303168313,0,1,0,-4.604135447599308,3.251649489909889,0,0,0,1,-0.029751976042993074,0,1,0,0,1
Rainy,0.5365715126210344,1.1998551896832097,-0.43612209775747657,-1.0673875520688214,0,1,0,0.5132744179400706,0.22149021375689726,0,1,0,0,-0.5413678419932209,0,0,1,1,0
Rainy,1.4660654714921175,1.1998551896832097,0.7083923889396704,0.06387209500869447,0,1,0,0.5262284600826432,-0.38454164147370107,0,0,1,0,-0.37082922000981156,1,0,0,1,0
Rainy,-0.02112486270161558,0.10400400706908236,0.64106800736925,-0.33206878146843605,0,1,0,0.4276650959543809,0.22149021375689726,0,0,1,0,-0.71190646397663,1,0,0,1,0
Snowy,-1.0745513494221768,0.23292767561192088,-0.6380952424687378,-1.0108245697149456,0,1,0,-0.350703871047099,-0.6875575690890002,0,0,0,1,-0.37082922000981156,0,0,1,0,1
Rainy,0.78443656831999,-0.024919661473756162,0.3717704810875683,-0.8411356226533182,0,1,0,-0.17328981561622495,-0.08152571385840189,1,0,0,0,0.14078664594041618,0,1,0,1,0
Rainy,1.0323016240189453,0.2973895098833401,0.5064192442284092,-1.2370764991304486,0,1,0,0.17365322611525652,-0.38454164147370107,0,0,1,0,-0.37082922000981156,1,0,0,1,0
Snowy,-1.1984838772716546,-0.733999838459368,0.1024729548058867,0.9688798126707071,0,1,0,-0.45489942741126005,-0.6875575690890002,0,0,0,1,-0.5413678419932209,0,0,1,0,1
Snowy,-1.2604501411963933,0.8775460183261135,0.64106800736925,1.1951317420862102,0,1,0,-0.4351867545856095,-0.38454164147370107,0,0,0,1,0.3113252679238254,0,0,1,0,1
Rainy,-0.02112486270161558,-0.6695380041879487,-0.5707708608983174,1.3648206891478376,0,1,0,0.46455595509952896,0.22149021375689726,0,1,0,0,-0.71190646397663,1,0,0,1,0
Rainy,3.882749764556934,0.23292767561192088,4.680530901594475,1.817324547978844,0,1,0,0.1469003129947301,-0.6875575690890002,0,0,0,1,-1.0529837079434485,0,0,1,1,0
Snowy,-0.5168549740995266,0.4907750126975979,-0.09950018990537453,-0.614883693237815,0,0,1,0.051997873819803156,-0.38454164147370107,0,0,0,1,-0.37082922000981156,0,0,1,0,1
Rainy,1.218200415793162,-0.476152501373691,-0.03217580833495412,0.9688798126707071,0,0,1,-0.14090471025979653,-0.08152571385840189,0,1,0,0,-0.20029059802640234,0,0,1,1,0
Rainy,0.5365715126210344,0.8130841840546942,0.8430411520805112,1.251694724440086,0,1,0,0.38373399651435375,-0.6875575690890002,1,0,0,0,0.14078664594041618,0,1,0,1,0
Snowy,-0.14505739055109335,-0.024919661473756162,2.9974213623339647,1.7607615656249682,0,0,1,-0.4182901778779068,2.6456176346792906,0,0,0,1,-0.029751976042993074,0,1,0,0,1
Snowy,-0.8266862937232211,-0.15384333001659467,-0.3014733346166358,0.5729389361935766,0,1,0,-0.30254862743014693,-0.6875575690890002,0,0,0,1,-0.029751976042993074,0,0,1,0,1
Rainy,0.7224703043952511,1.0709315211403712,3.1320701254748053,0.6860649009013282,0,1,0,0.026371399146455855,2.6456176346792906,0,0,0,1,0.14078664594041618,1,0,0,1,0
Snowy,-1.2604501411963933,-0.4116906671022717,-1.311339058172942,1.1951317420862102,0,1,0,-0.25523821264857927,-0.6875575690890002,0,0,0,1,-0.5413678419932209,0,0,1,0,1
Snowy,-1.1984838772716546,-0.476152501373691,-0.3687977161870562,0.459812971485825,0,1,0,-0.03135857127152827,-0.38454164147370107,0,0,0,1,-0.029751976042993074,0,1,0,0,1
Rainy,1.0942678879436842,0.4907750126975979,-0.3687977161870562,-1.2936394814843244,0,1,0,0.22237168895579812,0.22149021375689726,1,0,0,0,-0.20029059802640234,1,0,0,1,0
Snowy,-0.88865255764796,-0.9273853412736258,-1.5133122028842032,0.5729389361935766,0,1,0,-0.10767477606798061,-0.38454164147370107,0,0,0,1,-0.71190646397663,0,1,0,0,1
Rainy,0.10280766514786219,0.8775460183261135,1.0450142967917724,-1.3502024638382002,0,1,0,0.3699351255363968,0.22149021375689726,0,1,0,0,-0.5413678419932209,0,0,1,1,0
Snowy,-1.3843826690458712,-3.6347823806732347,-0.7727440056095787,-0.21894281676068447,0,0,1,2.8224732346593586,-0.38454164147370107,0,1,0,0,1.8461728657745087,1,0,0,0,1
Snowy,-0.5168549740995266,-0.476152501373691,-0.16682457147579494,-0.5017577285300634,0,1,0,-0.3571808921183821,-0.6875575690890002,0,0,0,1,-0.20029059802640234,0,0,1,0,1
Snowy,-1.2604501411963933,0.3618513441547594,-0.9747171503208399,0.007309112654818682,0,1,0,-0.1884967346531558,-0.6875575690890002,0,0,0,1,0.3113252679238254,0,0,1,0,1
Rainy,0.9083690961694677,0.4907750126975979,-0.16682457147579494,0.007309112654818682,0,1,0,0.2550384039240245,-0.6875575690890002,1,0,0,0,0.14078664594041618,1,0,0,1,0
Rainy,0.10280766514786219,0.6841605155118556,0.7083923889396704,0.007309112654818682,0,1,0,0.0038426302028511257,-0.08152571385840189,1,0,0,0,-0.5413678419932209,0,1,0,1,0
Rainy,1.3421329436426397,-0.476152501373691,0.9103655336509316,0.9688798126707071,0,1,0,0.16126240319627666,0.22149021375689726,0,0,1,0,-0.37082922000981156,0,0,1,1,0
Rainy,0.16477392907260108,0.039542172797663096,-0.16682457147579494,-0.6714466755916908,0,1,0,-0.19159444038290158,-0.08152571385840189,0,1,0,0,0.3113252679238254,1,0,0,1,0
Snowy,-2.1279778361427377,0.3618513441547594,1.5162849677847154,0.29012402442419766,0,1,0,-0.3614050362953102,-0.6875575690890002,0,0,0,1,-0.71190646397663,0,0,1,0,1
Snowy,-0.88865255764796,-0.6050761699165295,0.30444609951714796,-1.0673875520688214,0,1,0,-0.08401956867719995,-0.38454164147370107,0,0,0,1,-0.20029059802640234,0,0,1,0,1
Rainy,-1.2604501411963933,-0.4116906671022717,-1.0420415318912604,-0.1623798344068087,0,1,0,5.521138144491178,2.6456176346792906,0,0,1,0,3.2104818416417826,0,0,1,1,0
Snowy,-0.6407875019490045,-0.34722883283085243,-1.1093659134616807,0.8557538479629555,0,0,1,-0.12457135277568335,-0.38454164147370107,0,0,0,1,-0.20029059802640234,0,1,0,0,1
