Weather Type,Temperature_normalized,Humidity_normalized,Wind Speed_normalized,Precipitation (%)_normalized,Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Atmospheric Pressure_normalized,UV Index_normalized,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Visibility (km)_normalized,Location_coastal,Location_inland,Location_mountain,Weather Type_Cloudy_Sunny,Weather Type_Rainy_Snowy
Cloudy_Sunny,0.5752842512506708,0.025704139059275245,-0.9859558290820357,-1.1980336515884544,1,0,0,0,0.17640684877315146,1.5564010926111926,0,0,0,1,0.015455983632093509,0,1,0,1,0
Cloudy_Sunny,0.9212785980649169,-2.3543166867381524,0.033411546637690415,-1.478571359794641,1,0,0,0,0.578867706391636,0.260101642843082,1,0,0,0,0.6199566767984213,1,0,0,1,0
Rainy_Snowy,-0.4626987891920672,1.0669632503456499,2.290582164302798,0.7033885929201437,0,0,0,1,-0.25886331789032274,-1.0361978069250288,0,0,0,1,-1.3446705759921438,0,0,1,0,1
Rainy_Snowy,-0.9816903094134362,1.810719758407346,1.344026743991624,1.7320268563428278,0,0,1,0,-0.38162481590030983,0.7786214227503263,0,0,0,1,-0.5890447095342342,0,0,1,0,1
Rainy_Snowy,-1.6160132785728873,-0.9659712050229863,-1.2043916953076912,0.14231317650777048,0,0,0,1,3.4603452732674764,1.0378813127039483,0,1,0,0,3.3402097960468957,0,0,1,0,1
Cloudy_Sunny,0.45995280231258884,-0.22221469696129012,0.251847412863346,-0.5122748093066649,0,0,0,1,0.3180336994840035,-0.25841813706416233,1,0,0,0,0.7710818500900032,1,0,0,1,0
Cloudy_Sunny,0.7482814246577939,-1.5609764114723432,-1.350015606124795,-1.3850587903925788,0,0,0,1,0.228354921427711,1.815660982564815,0,0,0,1,0.9222070233815851,0,1,0,1,0
Cloudy_Sunny,0.9789443225339579,-2.304732919534039,-1.2772036507162432,-1.6655964985987655,1,0,0,0,0.6286284917765349,1.5564010926111926,0,0,1,0,0.015455983632093509,0,0,1,1,0
Cloudy_Sunny,0.5176185267816299,-0.7180523690024209,0.7615311007232091,-0.4499330963719568,0,0,0,1,0.36150603396861,-0.25841813706416233,0,0,0,1,0.9222070233815851,0,0,1,1,0
Cloudy_Sunny,1.324938669348204,-0.22221469696129012,-1.1315797398991394,-1.1045210821863922,0,0,0,1,0.626441204506865,1.0378813127039483,1,0,0,0,0.7710818500900032,0,0,1,1,0
Cloudy_Sunny,0.11395845549834284,-1.2634738082476646,0.033411546637690415,-1.3227170774578707,1,0,0,0,0.37654363394756035,1.815660982564815,0,1,0,0,0.16658115692367542,0,0,1,1,0
Cloudy_Sunny,0.17162417996738383,-0.9163874378188732,-1.4228275615333468,-1.1045210821863922,1,0,0,0,0.29698105951347176,0.260101642843082,0,0,1,0,0.7710818500900032,1,0,0,1,0
Cloudy_Sunny,0.8059471491268348,-0.12304716255306399,-0.11221236417941331,-1.1045210821863922,0,0,0,1,0.237924303232499,-0.25841813706416233,1,0,0,0,0.16658115692367542,0,0,1,1,0
Cloudy_Sunny,0.40228707784354784,-2.1559816179217,-1.0587677844905876,-1.2292045080558085,0,0,0,1,0.1285599397492145,1.0378813127039483,0,0,0,1,-0.13566918965948843,0,0,1,1,0
Rainy_Snowy,0.40228707784354784,1.116547017549763,-0.03940040877086145,0.8904137317242681,0,0,1,0,0.37681704485626827,-0.25841813706416233,0,0,1,0,-0.4379195362426523,0,0,1,0,1
Rainy_Snowy,-1.2123532072896002,1.4636333879785544,1.271214788583072,1.0150971575936842,0,0,1,0,-0.6665189827742648,-1.0361978069250288,0,0,0,1,-0.5890447095342342,0,0,1,0,1
Rainy_Snowy,-0.11670444237782117,1.0669632503456499,0.17903545745479416,1.389147435201933,0,0,1,0,0.3240487394755849,-0.25841813706416233,0,0,0,1,-0.4379195362426523,0,1,0,0,1
Cloudy_Sunny,0.34462135337450683,-0.6684686017983078,-0.18502431958796517,-0.5122748093066649,0,0,0,1,0.24202546686312154,0.0008417528894598197,0,0,1,0,0.6199566767984213,0,1,0,1,0
Rainy_Snowy,-1.3276846562276823,1.3644658535703282,1.4896506548087278,1.0774388705283924,0,0,0,1,-0.407872263136296,-0.7769379169714067,0,0,0,1,-0.28679436295107036,0,0,1,0,1
Rainy_Snowy,-1.1546874828205593,0.9182119487333106,0.6159071899061054,0.7657303058548518,0,0,1,0,-0.588596873792424,-1.0361978069250288,0,0,0,1,-0.4379195362426523,0,1,0,0,1
Rainy_Snowy,-1.3853503806967233,1.2652983191621021,-0.6218960520392763,0.048800607105708285,0,0,1,0,-0.3824450486264337,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,1,0,0,1
Rainy_Snowy,0.17162417996738383,1.3148820863662152,0.4702832790890016,1.1397805834631005,0,0,1,0,-0.20964935432284285,-0.25841813706416233,1,0,0,0,-0.891295056117398,1,0,0,0,1
Cloudy_Sunny,1.2672729448791629,0.8190444143250845,-0.11221236417941331,1.4826600046039953,0,0,1,0,0.33498517582391274,-0.25841813706416233,0,0,1,0,0.6199566767984213,0,0,1,1,0
Cloudy_Sunny,0.8059471491268348,-1.3626413426558908,-1.4228275615333468,-1.5409130727293492,1,0,0,0,0.3533037067073618,0.7786214227503263,0,0,0,1,1.224457369964749,1,0,0,1,0
Cloudy_Sunny,0.6906157001887528,0.07528790626338833,-1.350015606124795,0.48519259764866524,0,0,1,0,1.871007660946642,-0.25841813706416233,0,1,0,0,2.1312084097142403,0,1,0,1,0
Rainy_Snowy,-0.17437016684686218,0.7694606471209714,1.271214788583072,0.01762975063835422,0,0,1,0,-0.26023037243386254,-1.0361978069250288,0,1,0,0,-0.7401698828258161,1,0,0,0,1
Cloudy_Sunny,-0.5203645136611081,-0.22221469696129012,0.6159071899061054,-1.1045210821863922,0,0,1,0,0.17285250695994486,-0.7769379169714067,0,1,0,0,0.9222070233815851,1,0,0,1,0
Rainy_Snowy,0.5752842512506708,-0.2717984641654032,-0.5490840966307245,0.45402174118131117,0,0,1,0,-0.3605721759297749,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,0,1,0,1
Cloudy_Sunny,-0.2320358913159032,-0.6684686017983078,-1.2043916953076912,-0.6681290916434353,0,0,0,1,0.09219628889102131,-0.5176780270177845,1,0,0,0,0.015455983632093509,0,1,0,1,0
Rainy_Snowy,-0.9240245849443952,0.3232067422839537,5.348684291461977,1.0462680140610383,0,0,1,0,-0.24027137609816263,0.260101642843082,0,0,0,1,-0.28679436295107036,0,1,0,0,1
Cloudy_Sunny,0.28695562890546583,-0.817219903410647,-0.11221236417941331,-0.7616416610454975,0,0,0,1,0.06020721257216172,-0.7769379169714067,1,0,0,0,0.7710818500900032,0,0,1,1,0
Rainy_Snowy,0.34462135337450683,0.8190444143250845,-0.11221236417941331,0.4228508847139571,0,0,1,0,-0.2799159578608545,-0.7769379169714067,0,0,0,1,-1.04242022940898,0,0,1,0,1
Cloudy_Sunny,0.34462135337450683,1.0173794831415368,-1.2043916953076912,1.0462680140610383,0,0,0,1,0.3150261794882128,1.815660982564815,0,0,1,0,0.31770633021525735,0,0,1,1,0
Cloudy_Sunny,0.28695562890546583,-1.0651387394312124,-0.25783627499651707,-1.1356919386537463,1,0,0,0,0.5353953719070327,0.260101642843082,0,0,1,0,0.16658115692367542,0,0,1,1,0
Rainy_Snowy,-0.9816903094134362,1.4140496207744413,-1.1315797398991394,1.1086097269957464,0,0,0,1,-0.34170682322891,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,1,0,0,1
Cloudy_Sunny,0.11395845549834284,-0.7180523690024209,-0.9859558290820357,-1.1356919386537463,1,0,0,0,0.5608225864168981,0.7786214227503263,0,0,1,0,0.7710818500900032,0,0,1,1,0
Rainy_Snowy,-0.9816903094134362,0.6207093455086321,0.5430952344975535,0.11114232004041642,0,0,1,0,-0.6091026919455398,-0.7769379169714067,0,0,0,1,-0.4379195362426523,0,1,0,0,1
Cloudy_Sunny,0.11395845549834284,0.3232067422839537,-0.9131438736734838,-0.38759138343724864,0,0,0,1,0.33088401219329017,-0.5176780270177845,0,0,0,1,0.7710818500900032,0,0,1,1,0
Rainy_Snowy,-0.4626987891920672,-0.817219903410647,-0.5490840966307245,1.357976578734579,0,0,1,0,1.5790048104462768,0.7786214227503263,0,0,1,0,2.1312084097142403,0,1,0,0,1
Rainy_Snowy,0.6906157001887528,-0.32138223136951627,-0.47627214122217265,0.9527554446589762,0,0,1,0,0.21796530689679908,-1.0361978069250288,0,1,0,0,-0.28679436295107036,0,1,0,0,1
Cloudy_Sunny,0.8059471491268348,-1.8584790146970216,-0.47627214122217265,-1.1045210821863922,1,0,0,0,0.46184783746452235,0.7786214227503263,0,0,1,0,0.9222070233815851,1,0,0,1,0
Cloudy_Sunny,0.8636128735958759,-1.0651387394312124,-0.6947080074478282,-1.5409130727293492,1,0,0,0,0.5985532918186279,1.2971412026575706,0,1,0,0,1.375582543256331,0,1,0,1,0
Cloudy_Sunny,0.11395845549834284,-0.12304716255306399,0.5430952344975535,-0.7616416610454975,0,0,0,1,0.36478696487310863,-0.25841813706416233,1,0,0,0,0.9222070233815851,0,0,1,1,0
Rainy_Snowy,0.5176185267816299,-0.02387962814483783,1.1984028331745202,1.1397805834631005,0,0,1,0,-0.35018256139886306,-0.25841813706416233,0,0,0,1,-0.13566918965948843,0,0,1,0,1
Rainy_Snowy,0.8059471491268348,-0.32138223136951627,0.033411546637690415,0.9215845881916221,0,0,0,1,0.10504660160030799,-0.7769379169714067,0,0,1,0,-0.5890447095342342,0,1,0,0,1
Rainy_Snowy,0.34462135337450683,1.3644658535703282,-0.5490840966307245,1.1397805834631005,0,0,1,0,0.028218136253299022,-1.0361978069250288,1,0,0,0,-0.28679436295107036,0,0,1,0,1
Cloudy_Sunny,0.45995280231258884,0.22403920787572754,-0.03940040877086145,-0.20056624463312425,0,0,0,1,0.333071299462957,-0.7769379169714067,0,0,1,0,0.4688315035068393,1,0,0,1,0
Cloudy_Sunny,1.7285987406314909,0.3232067422839537,0.251847412863346,0.8904137317242681,0,0,0,1,0.6412053935771074,1.5564010926111926,0,0,1,0,0.4688315035068393,1,0,0,1,0
Rainy_Snowy,-1.3853503806967233,0.22403920787572754,0.3246593682718979,0.2981674588445408,0,0,0,1,-0.5962523792362531,-0.7769379169714067,0,0,0,1,-0.28679436295107036,0,1,0,0,1
Rainy_Snowy,0.6906157001887528,-0.32138223136951627,-0.6218960520392763,1.4203182916692871,0,0,1,0,0.39048759029167884,-1.0361978069250288,0,0,1,0,-0.28679436295107036,0,0,1,0,1
Rainy_Snowy,-0.9816903094134362,1.116547017549763,-0.47627214122217265,1.2021222963978087,0,0,1,0,-0.16891112892531915,-1.0361978069250288,0,0,0,1,-0.891295056117398,0,1,0,0,1
Cloudy_Sunny,0.7482814246577939,-1.6601439458805693,-1.0587677844905876,0.2981674588445408,0,0,0,1,4.233551323094297,-0.5176780270177845,0,0,0,1,-1.6469209225753076,1,0,0,1,0
Rainy_Snowy,-1.5006818296348052,0.4719580438962929,0.033411546637690415,1.326805722267225,0,0,1,0,-0.1544203507637847,0.7786214227503263,0,0,0,1,-1.3446705759921438,0,1,0,0,1
Cloudy_Sunny,0.45995280231258884,-1.2634738082476646,-1.2772036507162432,-1.416229646859933,1,0,0,0,0.46048078292098255,1.2971412026575706,0,0,1,0,1.073332196673167,0,0,1,1,0
Cloudy_Sunny,-0.4050330647230262,-0.6188848345941947,-0.03940040877086145,-1.0733502257190382,0,0,0,1,0.23956476868474677,0.0008417528894598197,0,0,0,1,0.31770633021525735,0,0,1,1,0
Rainy_Snowy,-1.5006818296348052,1.215714551957989,-0.11221236417941331,0.20465488944247862,0,0,1,0,-0.27362750696056515,-0.7769379169714067,0,0,0,1,-0.4379195362426523,0,1,0,0,1
Cloudy_Sunny,-0.2320358913159032,0.6207093455086321,2.7274538967541098,0.5475343105833733,0,0,0,1,0.06458178711149223,0.0008417528894598197,0,0,0,1,0.16658115692367542,0,1,0,1,0
Rainy_Snowy,0.6329499757197119,-0.22221469696129012,-0.5490840966307245,0.4228508847139571,0,0,0,1,0.095203808886812,-0.25841813706416233,0,0,1,0,-0.4379195362426523,1,0,0,0,1
Rainy_Snowy,-0.001372993439739169,1.215714551957989,0.6887191453146572,0.11114232004041642,0,0,1,0,0.3500227758028662,-1.0361978069250288,0,0,0,1,-0.4379195362426523,0,1,0,0,1
Rainy_Snowy,-0.2897016157849442,-1.2138900410435516,-0.11221236417941331,-1.3227170774578707,0,0,0,1,-4.173013886957073,2.5934406524256812,0,0,0,1,-0.5890447095342342,1,0,0,0,1
Rainy_Snowy,0.7482814246577939,-1.5113926442682302,0.17903545745479416,-1.1980336515884544,0,0,0,1,-4.94676675860131,1.2971412026575706,1,0,0,0,2.1312084097142403,0,1,0,0,1
Cloudy_Sunny,-0.11670444237782117,0.9677957159374236,1.1984028331745202,0.9215845881916221,0,0,0,1,0.5824220482048458,-1.0361978069250288,0,1,0,0,0.015455983632093509,0,0,1,1,0
Rainy_Snowy,0.22928990443642483,0.9677957159374236,0.251847412863346,0.36050917177924896,0,0,1,0,-0.13391453261066885,-0.7769379169714067,0,0,0,1,-0.13566918965948843,0,0,1,0,1
Cloudy_Sunny,0.5176185267816299,-1.6601439458805693,-0.03940040877086145,-1.6655964985987655,0,0,0,1,0.49164962651371824,1.2971412026575706,0,0,0,1,1.375582543256331,1,0,0,1,0
Rainy_Snowy,-1.3276846562276823,0.9182119487333106,-0.6947080074478282,0.01762975063835422,0,0,1,0,-0.6730808445832621,-0.7769379169714067,0,0,0,1,-0.28679436295107036,0,0,1,0,1
Cloudy_Sunny,0.6906157001887528,0.17445544067161448,1.0527789223574164,1.326805722267225,0,0,0,1,0.2245271687057964,2.334180762472059,0,0,0,1,-0.5890447095342342,0,1,0,1,0
Cloudy_Sunny,1.2096072204101218,-0.12304716255306399,-0.25783627499651707,-1.5097422162619951,1,0,0,0,0.38775348120459924,0.260101642843082,1,0,0,0,0.015455983632093509,0,0,1,1,0
Cloudy_Sunny,0.05629273102930183,-2.205565385125813,-0.9859558290820357,-1.478571359794641,1,0,0,0,0.21987918325775482,1.2971412026575706,0,0,0,1,0.31770633021525735,0,0,1,1,0
Rainy_Snowy,-1.5006818296348052,-0.37096599857362933,-1.0587677844905876,1.4203182916692871,0,0,1,0,-0.3088975141839234,-0.7769379169714067,0,0,0,1,-0.891295056117398,0,1,0,0,1
Rainy_Snowy,-1.2700189317586412,0.6702931127127453,-1.4228275615333468,0.36050917177924896,0,0,1,0,-0.3821716377177257,-1.0361978069250288,0,0,0,1,-1.1935454027005619,0,1,0,0,1
Cloudy_Sunny,0.17162417996738383,-0.17263092975717706,-0.5490840966307245,-1.2292045080558085,0,0,0,1,0.12391195430117294,1.0378813127039483,1,0,0,0,0.4688315035068393,1,0,0,1,0
Cloudy_Sunny,0.8059471491268348,0.521541811100406,-0.7675199628563801,-0.3252496705025405,0,0,1,0,0.06294132165924446,-0.7769379169714067,0,1,0,0,0.4688315035068393,1,0,0,1,0
Cloudy_Sunny,0.5752842512506708,-1.0651387394312124,-0.18502431958796517,-1.6032547856640573,1,0,0,0,0.5930850736444625,1.815660982564815,0,0,1,0,0.015455983632093509,0,1,0,1,0
Rainy_Snowy,-0.3473673402539852,0.571125578304519,0.834343056131761,0.17348403297512455,0,0,1,0,0.17558661604702447,-1.0361978069250288,1,0,0,0,-0.5890447095342342,0,0,1,0,1
Cloudy_Sunny,0.45995280231258884,-1.461808877064117,-0.6947080074478282,-1.1668627951211004,1,0,0,0,0.436694033863368,0.260101642843082,1,0,0,0,-0.13566918965948843,0,0,1,1,0
Rainy_Snowy,1.09427577147204,0.3232067422839537,-1.350015606124795,0.7969011623222059,0,0,1,0,1.4231605924825952,-1.0361978069250288,0,0,1,0,1.375582543256331,0,1,0,0,1
Cloudy_Sunny,0.05629273102930183,-1.0155549722270993,-0.03940040877086145,-1.478571359794641,1,0,0,0,0.2603439977465706,0.5193615327967042,1,0,0,0,0.9222070233815851,0,0,1,1,0
Rainy_Snowy,-0.001372993439739169,0.6702931127127453,-0.40346018581362075,0.9839263011263303,0,0,0,1,0.0782523325469028,-0.7769379169714067,0,0,1,0,-0.5890447095342342,1,0,0,0,1
Rainy_Snowy,-0.059038717908780174,0.07528790626338833,-0.6947080074478282,1.2644640093325168,0,0,1,0,0.19773289965239121,-0.5176780270177845,0,1,0,0,-0.5890447095342342,0,0,1,0,1
Rainy_Snowy,-0.059038717908780174,-0.42054976577774245,0.39747132368044974,-0.35642052696989457,0,0,1,0,-5.002815994886495,-0.5176780270177845,0,0,1,0,3.6424601426300596,0,0,1,0,1
Rainy_Snowy,-0.9816903094134362,0.571125578304519,0.5430952344975535,0.7969011623222059,0,0,1,0,-0.27061998696477446,-0.7769379169714067,0,0,0,1,-1.1935454027005619,0,1,0,0,1
Rainy_Snowy,-1.0393560338824772,0.6207093455086321,-0.03940040877086145,0.2981674588445408,0,0,1,0,-0.5918778046969226,-0.7769379169714067,0,0,0,1,-0.5890447095342342,0,0,1,0,1
Cloudy_Sunny,0.17162417996738383,0.025704139059275245,-1.2772036507162432,-1.0733502257190382,0,0,0,1,0.16027560515936615,-0.5176780270177845,1,0,0,0,0.16658115692367542,0,0,1,1,0
Rainy_Snowy,-1.6736790030419282,0.07528790626338833,-1.0587677844905876,0.07997146357306235,0,0,1,0,-0.4469700230815719,-0.7769379169714067,0,0,0,1,-0.4379195362426523,0,0,1,0,1
Rainy_Snowy,0.7482814246577939,-0.37096599857362933,-0.6218960520392763,-0.013541105828999846,0,0,1,0,-0.28839169603080755,-0.5176780270177845,0,0,1,0,-0.4379195362426523,0,1,0,0,1
Cloudy_Sunny,1.2672729448791629,-1.9576465491052477,-0.25783627499651707,-1.1356919386537463,1,0,0,0,0.16109583788549003,1.815660982564815,0,1,0,0,1.375582543256331,0,1,0,1,0
Rainy_Snowy,-1.1546874828205593,1.5132171551826674,-1.0587677844905876,0.5787051670507274,0,0,1,0,-0.19488516525260044,-1.0361978069250288,0,0,0,1,-1.04242022940898,0,0,1,0,1
Cloudy_Sunny,0.6906157001887528,-0.17263092975717706,-1.2043916953076912,-1.1045210821863922,0,0,1,0,0.07743209982077891,-0.5176780270177845,0,0,1,0,1.073332196673167,0,1,0,1,0
Cloudy_Sunny,-0.001372993439739169,-0.32138223136951627,-1.2772036507162432,-1.2292045080558085,0,0,0,1,0.29698105951347176,-0.5176780270177845,1,0,0,0,0.015455983632093509,1,0,0,1,0
Rainy_Snowy,-1.2700189317586412,1.166130784753876,2.6546419413455578,1.4203182916692871,0,0,0,1,-0.49044235756617527,-0.7769379169714067,0,0,0,1,-0.28679436295107036,0,0,1,0,1
Rainy_Snowy,-1.1546874828205593,0.7198768799168583,1.1984028331745202,0.6098760235180815,0,0,1,0,-0.6063685828584571,-1.0361978069250288,0,0,0,1,-1.1935454027005619,0,1,0,0,1
Rainy_Snowy,-0.9240245849443952,0.07528790626338833,-1.1315797398991394,0.859242875256914,0,0,1,0,-0.5669974120044763,-0.7769379169714067,0,0,0,1,-1.04242022940898,0,0,1,0,1
Rainy_Snowy,-1.0970217583515183,-0.22221469696129012,-0.7675199628563801,-0.044711962296353915,0,0,1,0,-0.5754731501744293,-0.7769379169714067,0,0,0,1,-1.3446705759921438,0,1,0,0,1
Rainy_Snowy,0.40228707784354784,0.37279050948806675,-0.11221236417941331,0.45402174118131117,0,0,1,0,-0.037400481836671044,-0.25841813706416233,0,1,0,0,-0.5890447095342342,0,1,0,0,1
Rainy_Snowy,0.17162417996738383,1.166130784753876,1.4168386994001758,0.859242875256914,0,0,1,0,0.3314308340107061,-1.0361978069250288,0,0,0,1,-0.28679436295107036,1,0,0,0,1
Rainy_Snowy,0.05629273102930183,1.3644658535703282,0.6159071899061054,1.2644640093325168,0,0,1,0,-0.21511757249700833,-1.0361978069250288,0,0,1,0,-0.28679436295107036,0,0,1,0,1
Cloudy_Sunny,0.22928990443642483,-0.817219903410647,-1.2772036507162432,-0.543445665774019,0,0,0,1,0.3358054085500366,-0.7769379169714067,0,1,0,0,0.9222070233815851,0,0,1,1,0
Rainy_Snowy,-0.9240245849443952,0.6207093455086321,-1.0587677844905876,1.1086097269957464,0,0,1,0,-0.35154961594240597,-0.7769379169714067,0,0,0,1,-1.04242022940898,0,0,1,0,1
