Weather Type,Temperature_normalized,Humidity_normalized,Wind Speed_normalized,Precipitation (%)_normalized,Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Atmospheric Pressure_normalized,UV Index_normalized,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Visibility (km)_normalized,Location_coastal,Location_inland,Location_mountain,Weather Type_Rainy,Weather Type_Snowy,Weather Type_Other
Cloudy,0.9212785980649169,-1.1643062738394383,-0.5490840966307245,1.0150971575936842,0,0,0,1,-3.4383587752581097,-0.5176780270177845,0,1,0,0,-1.3446705759921438,0,0,1,0,0,1
Sunny,1.09427577147204,-1.2634738082476646,-1.1315797398991394,-1.1668627951211004,1,0,0,0,0.6431192699380693,1.815660982564815,1,0,0,0,0.6199566767984213,0,1,0,0,0,1
Cloudy,-0.4050330647230262,-0.4701335329818555,0.1062235020462422,-0.8863250869149137,0,0,0,1,0.285497801347728,-0.2584181370641623,1,0,0,0,0.0154559836320935,0,0,1,0,0,1
Snowy,-1.6736790030419282,0.9182119487333106,0.7615311007232091,0.4228508847139571,0,0,1,0,-0.5317274047811149,-1.0361978069250288,0,0,0,1,-1.193545402700562,0,1,0,0,1,0
Sunny,0.2869556289054658,-2.3543166867381524,-0.9131438736734838,-1.416229646859933,1,0,0,0,0.3620528557860258,1.0378813127039483,0,0,0,1,0.0154559836320935,1,0,0,0,0,1
Cloudy,-0.5203645136611081,-0.9163874378188732,-0.4762721412221726,-0.2317371011004783,0,0,0,1,-0.1421168598719139,-0.5176780270177845,0,0,1,0,0.9222070233815852,0,0,1,0,0,1
Sunny,0.6329499757197119,-2.056814083513474,-0.4034601858136207,-1.2603753645231626,0,0,0,1,0.2937001286089731,0.260101642843082,0,1,0,0,0.6199566767984213,0,1,0,0,0,1
Cloudy,0.8059471491268348,-0.8668036706147602,-1.350015606124795,-0.8239833739802056,0,0,1,0,0.0968442743390597,-0.2584181370641623,1,0,0,0,0.0154559836320935,1,0,0,0,0,1
Sunny,1.382604393817245,-1.1147225066353257,-1.350015606124795,-1.1980336515884544,1,0,0,0,0.5512532046121069,1.2971412026575706,0,1,0,0,0.1665811569236754,0,0,1,0,0,1
Sunny,-0.3473673402539852,1.6619684567950068,0.3246593682718979,0.5787051670507274,1,0,0,0,0.1807814233124819,0.0008417528894598,0,0,1,0,0.7710818500900032,0,1,0,0,0,1
Snowy,-1.6736790030419282,-0.0734633953489509,-0.1850243195879651,0.6722177364527896,0,0,1,0,-0.3857259795309323,-0.7769379169714067,0,0,0,1,-0.7401698828258161,0,0,1,0,1,0
Snowy,-1.5006818296348052,0.9677957159374236,0.3974713236804497,1.389147435201933,0,0,1,0,-0.692493019101546,-0.7769379169714067,0,0,0,1,-0.7401698828258161,0,1,0,0,1,0
Sunny,0.8059471491268348,-1.6105601786764565,-0.3306482304050689,-1.1045210821863922,1,0,0,0,0.236557248688956,1.0378813127039483,0,0,1,0,1.224457369964749,0,0,1,0,0,1
Cloudy,0.4022870778435478,0.2240392078757275,0.5430952344975535,-0.7616416610454975,0,0,1,0,0.1744929724121926,-0.7769379169714067,0,0,1,0,1.073332196673167,0,1,0,0,0,1
Cloudy,1.09427577147204,0.7198768799168583,-0.4034601858136207,1.4826600046039953,0,0,0,1,0.3363522303674556,0.0008417528894598,0,1,0,0,0.9222070233815852,0,0,1,0,0,1
Snowy,-0.8663588604753542,0.521541811100406,-1.2772036507162432,0.9839263011263304,0,0,0,1,-0.6317957973683225,-0.7769379169714067,0,0,0,1,-0.2867943629510703,0,1,0,0,1,0
Rainy,-0.1167044423778211,0.1744554406716144,-0.3306482304050689,0.2669966023771867,0,0,1,0,0.1236385433924649,-0.5176780270177845,0,0,1,0,-0.7401698828258161,0,0,1,1,0,0
Sunny,1.2096072204101218,-0.5693010673900817,-0.8403319182649319,-1.2915462209905166,0,0,0,1,0.4126338738970456,1.815660982564815,0,0,0,1,1.224457369964749,1,0,0,0,0,1
Sunny,0.2869556289054658,-0.3709659985736293,-0.4762721412221726,-1.5720839291967033,0,0,0,1,0.3420938594503259,0.7786214227503263,1,0,0,0,0.0154559836320935,0,0,1,0,0,1
Rainy,0.6329499757197119,0.0752879062633883,0.9071550115403128,0.0176297506383542,0,0,0,1,0.0577465143937869,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,0,1,1,0,0
Rainy,0.5176185267816299,0.8190444143250845,-0.4034601858136207,1.357976578734579,0,0,1,0,-0.398302881331508,-0.7769379169714067,0,1,0,0,-1.04242022940898,1,0,0,1,0,0
Snowy,-0.9816903094134362,-0.3709659985736293,0.9799669669488646,0.2981674588445408,0,0,1,0,-0.2706199869647744,-1.0361978069250288,0,0,0,1,-1.3446705759921438,0,1,0,0,1,0
Snowy,-0.8663588604753542,1.3148820863662152,-1.0587677844905876,0.0799714635730623,0,0,1,0,-0.5743795065395975,-0.7769379169714067,0,0,0,1,-0.2867943629510703,0,1,0,0,1,0
Rainy,-0.2320358913159032,1.4140496207744413,1.926522387260039,1.1709514399304546,0,0,1,0,0.1017656706958093,2.334180762472059,0,0,0,1,-0.891295056117398,0,0,1,1,0,0
Sunny,0.5752842512506708,0.0257041390592752,-0.9859558290820356,-1.1980336515884544,1,0,0,0,0.1764068487731514,1.5564010926111926,0,0,0,1,0.0154559836320935,0,1,0,0,0,1
Sunny,0.9212785980649169,-2.3543166867381524,0.0334115466376904,-1.478571359794641,1,0,0,0,0.578867706391636,0.260101642843082,1,0,0,0,0.6199566767984213,1,0,0,0,0,1
Rainy,-0.4626987891920672,1.06696325034565,2.290582164302798,0.7033885929201437,0,0,0,1,-0.2588633178903227,-1.0361978069250288,0,0,0,1,-1.3446705759921438,0,0,1,1,0,0
Snowy,-0.9816903094134362,1.810719758407346,1.344026743991624,1.7320268563428278,0,0,1,0,-0.3816248159003098,0.7786214227503263,0,0,0,1,-0.5890447095342342,0,0,1,0,1,0
Snowy,-1.6160132785728871,-0.9659712050229864,-1.2043916953076912,0.1423131765077704,0,0,0,1,3.4603452732674764,1.0378813127039483,0,1,0,0,3.340209796046896,0,0,1,0,1,0
Cloudy,0.4599528023125888,-0.2222146969612901,0.251847412863346,-0.5122748093066649,0,0,0,1,0.3180336994840035,-0.2584181370641623,1,0,0,0,0.7710818500900032,1,0,0,0,0,1
Sunny,0.7482814246577939,-1.5609764114723432,-1.350015606124795,-1.3850587903925788,0,0,0,1,0.228354921427711,1.815660982564815,0,0,0,1,0.9222070233815852,0,1,0,0,0,1
Sunny,0.978944322533958,-2.304732919534039,-1.2772036507162432,-1.6655964985987657,1,0,0,0,0.6286284917765349,1.5564010926111926,0,0,1,0,0.0154559836320935,0,0,1,0,0,1
Cloudy,0.5176185267816299,-0.7180523690024209,0.7615311007232091,-0.4499330963719568,0,0,0,1,0.36150603396861,-0.2584181370641623,0,0,0,1,0.9222070233815852,0,0,1,0,0,1
Sunny,1.324938669348204,-0.2222146969612901,-1.1315797398991394,-1.1045210821863922,0,0,0,1,0.626441204506865,1.0378813127039483,1,0,0,0,0.7710818500900032,0,0,1,0,0,1
Sunny,0.1139584554983428,-1.2634738082476646,0.0334115466376904,-1.3227170774578707,1,0,0,0,0.3765436339475603,1.815660982564815,0,1,0,0,0.1665811569236754,0,0,1,0,0,1
Sunny,0.1716241799673838,-0.9163874378188732,-1.4228275615333468,-1.1045210821863922,1,0,0,0,0.2969810595134717,0.260101642843082,0,0,1,0,0.7710818500900032,1,0,0,0,0,1
Cloudy,0.8059471491268348,-0.1230471625530639,-0.1122123641794133,-1.1045210821863922,0,0,0,1,0.237924303232499,-0.2584181370641623,1,0,0,0,0.1665811569236754,0,0,1,0,0,1
Sunny,0.4022870778435478,-2.1559816179217,-1.0587677844905876,-1.2292045080558085,0,0,0,1,0.1285599397492145,1.0378813127039483,0,0,0,1,-0.1356691896594884,0,0,1,0,0,1
Rainy,0.4022870778435478,1.116547017549763,-0.0394004087708614,0.8904137317242681,0,0,1,0,0.3768170448562682,-0.2584181370641623,0,0,1,0,-0.4379195362426523,0,0,1,1,0,0
Snowy,-1.2123532072896002,1.4636333879785544,1.271214788583072,1.0150971575936842,0,0,1,0,-0.6665189827742648,-1.0361978069250288,0,0,0,1,-0.5890447095342342,0,0,1,0,1,0
Rainy,-0.1167044423778211,1.06696325034565,0.1790354574547941,1.389147435201933,0,0,1,0,0.3240487394755849,-0.2584181370641623,0,0,0,1,-0.4379195362426523,0,1,0,1,0,0
Cloudy,0.3446213533745068,-0.6684686017983078,-0.1850243195879651,-0.5122748093066649,0,0,0,1,0.2420254668631215,0.0008417528894598,0,0,1,0,0.6199566767984213,0,1,0,0,0,1
Snowy,-1.3276846562276825,1.3644658535703282,1.4896506548087278,1.0774388705283924,0,0,0,1,-0.407872263136296,-0.7769379169714067,0,0,0,1,-0.2867943629510703,0,0,1,0,1,0
Snowy,-1.154687482820559,0.9182119487333106,0.6159071899061054,0.7657303058548518,0,0,1,0,-0.588596873792424,-1.0361978069250288,0,0,0,1,-0.4379195362426523,0,1,0,0,1,0
Snowy,-1.3853503806967231,1.265298319162102,-0.6218960520392763,0.0488006071057082,0,0,1,0,-0.3824450486264337,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,1,0,0,1,0
Rainy,0.1716241799673838,1.3148820863662152,0.4702832790890016,1.1397805834631003,0,0,1,0,-0.2096493543228428,-0.2584181370641623,1,0,0,0,-0.891295056117398,1,0,0,1,0,0
Cloudy,1.2672729448791629,0.8190444143250845,-0.1122123641794133,1.4826600046039953,0,0,1,0,0.3349851758239127,-0.2584181370641623,0,0,1,0,0.6199566767984213,0,0,1,0,0,1
Sunny,0.8059471491268348,-1.3626413426558908,-1.4228275615333468,-1.5409130727293492,1,0,0,0,0.3533037067073618,0.7786214227503263,0,0,0,1,1.224457369964749,1,0,0,0,0,1
Sunny,0.6906157001887528,0.0752879062633883,-1.350015606124795,0.4851925976486652,0,0,1,0,1.871007660946642,-0.2584181370641623,0,1,0,0,2.1312084097142403,0,1,0,0,0,1
Rainy,-0.1743701668468621,0.7694606471209714,1.271214788583072,0.0176297506383542,0,0,1,0,-0.2602303724338625,-1.0361978069250288,0,1,0,0,-0.7401698828258161,1,0,0,1,0,0
Cloudy,-0.5203645136611081,-0.2222146969612901,0.6159071899061054,-1.1045210821863922,0,0,1,0,0.1728525069599448,-0.7769379169714067,0,1,0,0,0.9222070233815852,1,0,0,0,0,1
Rainy,0.5752842512506708,-0.2717984641654032,-0.5490840966307245,0.4540217411813111,0,0,1,0,-0.3605721759297749,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,0,1,1,0,0
Cloudy,-0.2320358913159032,-0.6684686017983078,-1.2043916953076912,-0.6681290916434353,0,0,0,1,0.0921962888910213,-0.5176780270177845,1,0,0,0,0.0154559836320935,0,1,0,0,0,1
Snowy,-0.9240245849443952,0.3232067422839537,5.348684291461977,1.0462680140610383,0,0,1,0,-0.2402713760981626,0.260101642843082,0,0,0,1,-0.2867943629510703,0,1,0,0,1,0
Cloudy,0.2869556289054658,-0.817219903410647,-0.1122123641794133,-0.7616416610454975,0,0,0,1,0.0602072125721617,-0.7769379169714067,1,0,0,0,0.7710818500900032,0,0,1,0,0,1
Rainy,0.3446213533745068,0.8190444143250845,-0.1122123641794133,0.4228508847139571,0,0,1,0,-0.2799159578608545,-0.7769379169714067,0,0,0,1,-1.04242022940898,0,0,1,1,0,0
Sunny,0.3446213533745068,1.0173794831415368,-1.2043916953076912,1.0462680140610383,0,0,0,1,0.3150261794882128,1.815660982564815,0,0,1,0,0.3177063302152573,0,0,1,0,0,1
Sunny,0.2869556289054658,-1.0651387394312124,-0.257836274996517,-1.1356919386537463,1,0,0,0,0.5353953719070327,0.260101642843082,0,0,1,0,0.1665811569236754,0,0,1,0,0,1
Snowy,-0.9816903094134362,1.4140496207744413,-1.1315797398991394,1.1086097269957464,0,0,0,1,-0.34170682322891,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,1,0,0,1,0
Sunny,0.1139584554983428,-0.7180523690024209,-0.9859558290820356,-1.1356919386537463,1,0,0,0,0.5608225864168981,0.7786214227503263,0,0,1,0,0.7710818500900032,0,0,1,0,0,1
Snowy,-0.9816903094134362,0.6207093455086321,0.5430952344975535,0.1111423200404164,0,0,1,0,-0.6091026919455398,-0.7769379169714067,0,0,0,1,-0.4379195362426523,0,1,0,0,1,0
Cloudy,0.1139584554983428,0.3232067422839537,-0.9131438736734838,-0.3875913834372486,0,0,0,1,0.3308840121932901,-0.5176780270177845,0,0,0,1,0.7710818500900032,0,0,1,0,0,1
Snowy,-0.4626987891920672,-0.817219903410647,-0.5490840966307245,1.357976578734579,0,0,1,0,1.5790048104462768,0.7786214227503263,0,0,1,0,2.1312084097142403,0,1,0,0,1,0
Rainy,0.6906157001887528,-0.3213822313695162,-0.4762721412221726,0.9527554446589762,0,0,1,0,0.217965306896799,-1.0361978069250288,0,1,0,0,-0.2867943629510703,0,1,0,1,0,0
Sunny,0.8059471491268348,-1.8584790146970216,-0.4762721412221726,-1.1045210821863922,1,0,0,0,0.4618478374645223,0.7786214227503263,0,0,1,0,0.9222070233815852,1,0,0,0,0,1
Sunny,0.8636128735958759,-1.0651387394312124,-0.6947080074478282,-1.5409130727293492,1,0,0,0,0.5985532918186279,1.2971412026575706,0,1,0,0,1.375582543256331,0,1,0,0,0,1
Cloudy,0.1139584554983428,-0.1230471625530639,0.5430952344975535,-0.7616416610454975,0,0,0,1,0.3647869648731086,-0.2584181370641623,1,0,0,0,0.9222070233815852,0,0,1,0,0,1
Rainy,0.5176185267816299,-0.0238796281448378,1.1984028331745202,1.1397805834631003,0,0,1,0,-0.350182561398863,-0.2584181370641623,0,0,0,1,-0.1356691896594884,0,0,1,1,0,0
Rainy,0.8059471491268348,-0.3213822313695162,0.0334115466376904,0.921584588191622,0,0,0,1,0.1050466016003079,-0.7769379169714067,0,0,1,0,-0.5890447095342342,0,1,0,1,0,0
Rainy,0.3446213533745068,1.3644658535703282,-0.5490840966307245,1.1397805834631003,0,0,1,0,0.028218136253299,-1.0361978069250288,1,0,0,0,-0.2867943629510703,0,0,1,1,0,0
Cloudy,0.4599528023125888,0.2240392078757275,-0.0394004087708614,-0.2005662446331242,0,0,0,1,0.333071299462957,-0.7769379169714067,0,0,1,0,0.4688315035068393,1,0,0,0,0,1
Sunny,1.7285987406314909,0.3232067422839537,0.251847412863346,0.8904137317242681,0,0,0,1,0.6412053935771074,1.5564010926111926,0,0,1,0,0.4688315035068393,1,0,0,0,0,1
Snowy,-1.3853503806967231,0.2240392078757275,0.3246593682718979,0.2981674588445408,0,0,0,1,-0.5962523792362531,-0.7769379169714067,0,0,0,1,-0.2867943629510703,0,1,0,0,1,0
Rainy,0.6906157001887528,-0.3213822313695162,-0.6218960520392763,1.4203182916692871,0,0,1,0,0.3904875902916788,-1.0361978069250288,0,0,1,0,-0.2867943629510703,0,0,1,1,0,0
Snowy,-0.9816903094134362,1.116547017549763,-0.4762721412221726,1.2021222963978089,0,0,1,0,-0.1689111289253191,-1.0361978069250288,0,0,0,1,-0.891295056117398,0,1,0,0,1,0
Sunny,0.7482814246577939,-1.6601439458805691,-1.0587677844905876,0.2981674588445408,0,0,0,1,4.233551323094297,-0.5176780270177845,0,0,0,1,-1.6469209225753076,1,0,0,0,0,1
Snowy,-1.5006818296348052,0.4719580438962929,0.0334115466376904,1.326805722267225,0,0,1,0,-0.1544203507637847,0.7786214227503263,0,0,0,1,-1.3446705759921438,0,1,0,0,1,0
Sunny,0.4599528023125888,-1.2634738082476646,-1.2772036507162432,-1.416229646859933,1,0,0,0,0.4604807829209825,1.2971412026575706,0,0,1,0,1.073332196673167,0,0,1,0,0,1
Cloudy,-0.4050330647230262,-0.6188848345941947,-0.0394004087708614,-1.0733502257190382,0,0,0,1,0.2395647686847467,0.0008417528894598,0,0,0,1,0.3177063302152573,0,0,1,0,0,1
Snowy,-1.5006818296348052,1.215714551957989,-0.1122123641794133,0.2046548894424786,0,0,1,0,-0.2736275069605651,-0.7769379169714067,0,0,0,1,-0.4379195362426523,0,1,0,0,1,0
Cloudy,-0.2320358913159032,0.6207093455086321,2.7274538967541098,0.5475343105833733,0,0,0,1,0.0645817871114922,0.0008417528894598,0,0,0,1,0.1665811569236754,0,1,0,0,0,1
Rainy,0.6329499757197119,-0.2222146969612901,-0.5490840966307245,0.4228508847139571,0,0,0,1,0.095203808886812,-0.2584181370641623,0,0,1,0,-0.4379195362426523,1,0,0,1,0,0
Rainy,-0.0013729934397391,1.215714551957989,0.6887191453146572,0.1111423200404164,0,0,1,0,0.3500227758028662,-1.0361978069250288,0,0,0,1,-0.4379195362426523,0,1,0,1,0,0
Rainy,-0.2897016157849442,-1.2138900410435516,-0.1122123641794133,-1.3227170774578707,0,0,0,1,-4.173013886957073,2.593440652425681,0,0,0,1,-0.5890447095342342,1,0,0,1,0,0
Snowy,0.7482814246577939,-1.5113926442682302,0.1790354574547941,-1.1980336515884544,0,0,0,1,-4.94676675860131,1.2971412026575706,1,0,0,0,2.1312084097142403,0,1,0,0,1,0
Sunny,-0.1167044423778211,0.9677957159374236,1.1984028331745202,0.921584588191622,0,0,0,1,0.5824220482048458,-1.0361978069250288,0,1,0,0,0.0154559836320935,0,0,1,0,0,1
Rainy,0.2292899044364248,0.9677957159374236,0.251847412863346,0.3605091717792489,0,0,1,0,-0.1339145326106688,-0.7769379169714067,0,0,0,1,-0.1356691896594884,0,0,1,1,0,0
Sunny,0.5176185267816299,-1.6601439458805691,-0.0394004087708614,-1.6655964985987657,0,0,0,1,0.4916496265137182,1.2971412026575706,0,0,0,1,1.375582543256331,1,0,0,0,0,1
Snowy,-1.3276846562276825,0.9182119487333106,-0.6947080074478282,0.0176297506383542,0,0,1,0,-0.6730808445832621,-0.7769379169714067,0,0,0,1,-0.2867943629510703,0,0,1,0,1,0
Cloudy,0.6906157001887528,0.1744554406716144,1.0527789223574164,1.326805722267225,0,0,0,1,0.2245271687057964,2.334180762472059,0,0,0,1,-0.5890447095342342,0,1,0,0,0,1
Sunny,1.2096072204101218,-0.1230471625530639,-0.257836274996517,-1.5097422162619951,1,0,0,0,0.3877534812045992,0.260101642843082,1,0,0,0,0.0154559836320935,0,0,1,0,0,1
Sunny,0.0562927310293018,-2.205565385125813,-0.9859558290820356,-1.478571359794641,1,0,0,0,0.2198791832577548,1.2971412026575706,0,0,0,1,0.3177063302152573,0,0,1,0,0,1
Snowy,-1.5006818296348052,-0.3709659985736293,-1.0587677844905876,1.4203182916692871,0,0,1,0,-0.3088975141839234,-0.7769379169714067,0,0,0,1,-0.891295056117398,0,1,0,0,1,0
Snowy,-1.2700189317586412,0.6702931127127453,-1.4228275615333468,0.3605091717792489,0,0,1,0,-0.3821716377177257,-1.0361978069250288,0,0,0,1,-1.193545402700562,0,1,0,0,1,0
Sunny,0.1716241799673838,-0.172630929757177,-0.5490840966307245,-1.2292045080558085,0,0,0,1,0.1239119543011729,1.0378813127039483,1,0,0,0,0.4688315035068393,1,0,0,0,0,1
Cloudy,0.8059471491268348,0.521541811100406,-0.7675199628563801,-0.3252496705025405,0,0,1,0,0.0629413216592444,-0.7769379169714067,0,1,0,0,0.4688315035068393,1,0,0,0,0,1
Sunny,0.5752842512506708,-1.0651387394312124,-0.1850243195879651,-1.603254785664057,1,0,0,0,0.5930850736444625,1.815660982564815,0,0,1,0,0.0154559836320935,0,1,0,0,0,1
Rainy,-0.3473673402539852,0.571125578304519,0.834343056131761,0.1734840329751245,0,0,1,0,0.1755866160470244,-1.0361978069250288,1,0,0,0,-0.5890447095342342,0,0,1,1,0,0
Sunny,0.4599528023125888,-1.461808877064117,-0.6947080074478282,-1.1668627951211004,1,0,0,0,0.436694033863368,0.260101642843082,1,0,0,0,-0.1356691896594884,0,0,1,0,0,1
Rainy,1.09427577147204,0.3232067422839537,-1.350015606124795,0.7969011623222059,0,0,1,0,1.4231605924825952,-1.0361978069250288,0,0,1,0,1.375582543256331,0,1,0,1,0,0
Sunny,0.0562927310293018,-1.0155549722270991,-0.0394004087708614,-1.478571359794641,1,0,0,0,0.2603439977465706,0.5193615327967042,1,0,0,0,0.9222070233815852,0,0,1,0,0,1
Rainy,-0.0013729934397391,0.6702931127127453,-0.4034601858136207,0.9839263011263304,0,0,0,1,0.0782523325469028,-0.7769379169714067,0,0,1,0,-0.5890447095342342,1,0,0,1,0,0
Rainy,-0.0590387179087801,0.0752879062633883,-0.6947080074478282,1.2644640093325168,0,0,1,0,0.1977328996523912,-0.5176780270177845,0,1,0,0,-0.5890447095342342,0,0,1,1,0,0
Rainy,-0.0590387179087801,-0.4205497657777424,0.3974713236804497,-0.3564205269698945,0,0,1,0,-5.002815994886495,-0.5176780270177845,0,0,1,0,3.64246014263006,0,0,1,1,0,0
Snowy,-0.9816903094134362,0.571125578304519,0.5430952344975535,0.7969011623222059,0,0,1,0,-0.2706199869647744,-0.7769379169714067,0,0,0,1,-1.193545402700562,0,1,0,0,1,0
Snowy,-1.0393560338824772,0.6207093455086321,-0.0394004087708614,0.2981674588445408,0,0,1,0,-0.5918778046969226,-0.7769379169714067,0,0,0,1,-0.5890447095342342,0,0,1,0,1,0
Cloudy,0.1716241799673838,0.0257041390592752,-1.2772036507162432,-1.0733502257190382,0,0,0,1,0.1602756051593661,-0.5176780270177845,1,0,0,0,0.1665811569236754,0,0,1,0,0,1
Snowy,-1.6736790030419282,0.0752879062633883,-1.0587677844905876,0.0799714635730623,0,0,1,0,-0.4469700230815719,-0.7769379169714067,0,0,0,1,-0.4379195362426523,0,0,1,0,1,0
Rainy,0.7482814246577939,-0.3709659985736293,-0.6218960520392763,-0.0135411058289998,0,0,1,0,-0.2883916960308075,-0.5176780270177845,0,0,1,0,-0.4379195362426523,0,1,0,1,0,0
Sunny,1.2672729448791629,-1.957646549105248,-0.257836274996517,-1.1356919386537463,1,0,0,0,0.16109583788549,1.815660982564815,0,1,0,0,1.375582543256331,0,1,0,0,0,1
Snowy,-1.154687482820559,1.5132171551826674,-1.0587677844905876,0.5787051670507274,0,0,1,0,-0.1948851652526004,-1.0361978069250288,0,0,0,1,-1.04242022940898,0,0,1,0,1,0
Cloudy,0.6906157001887528,-0.172630929757177,-1.2043916953076912,-1.1045210821863922,0,0,1,0,0.0774320998207789,-0.5176780270177845,0,0,1,0,1.073332196673167,0,1,0,0,0,1
Cloudy,-0.0013729934397391,-0.3213822313695162,-1.2772036507162432,-1.2292045080558085,0,0,0,1,0.2969810595134717,-0.5176780270177845,1,0,0,0,0.0154559836320935,1,0,0,0,0,1
Snowy,-1.2700189317586412,1.166130784753876,2.6546419413455578,1.4203182916692871,0,0,0,1,-0.4904423575661752,-0.7769379169714067,0,0,0,1,-0.2867943629510703,0,0,1,0,1,0
Snowy,-1.154687482820559,0.7198768799168583,1.1984028331745202,0.6098760235180815,0,0,1,0,-0.6063685828584571,-1.0361978069250288,0,0,0,1,-1.193545402700562,0,1,0,0,1,0
Snowy,-0.9240245849443952,0.0752879062633883,-1.1315797398991394,0.859242875256914,0,0,1,0,-0.5669974120044763,-0.7769379169714067,0,0,0,1,-1.04242022940898,0,0,1,0,1,0
Snowy,-1.0970217583515185,-0.2222146969612901,-0.7675199628563801,-0.0447119622963539,0,0,1,0,-0.5754731501744293,-0.7769379169714067,0,0,0,1,-1.3446705759921438,0,1,0,0,1,0
Rainy,0.4022870778435478,0.3727905094880667,-0.1122123641794133,0.4540217411813111,0,0,1,0,-0.037400481836671,-0.2584181370641623,0,1,0,0,-0.5890447095342342,0,1,0,1,0,0
Rainy,0.1716241799673838,1.166130784753876,1.4168386994001758,0.859242875256914,0,0,1,0,0.3314308340107061,-1.0361978069250288,0,0,0,1,-0.2867943629510703,1,0,0,1,0,0
Rainy,0.0562927310293018,1.3644658535703282,0.6159071899061054,1.2644640093325168,0,0,1,0,-0.2151175724970083,-1.0361978069250288,0,0,1,0,-0.2867943629510703,0,0,1,1,0,0
Cloudy,0.2292899044364248,-0.817219903410647,-1.2772036507162432,-0.543445665774019,0,0,0,1,0.3358054085500366,-0.7769379169714067,0,1,0,0,0.9222070233815852,0,0,1,0,0,1
Snowy,-0.9240245849443952,0.6207093455086321,-1.0587677844905876,1.1086097269957464,0,0,1,0,-0.3515496159424059,-0.7769379169714067,0,0,0,1,-1.04242022940898,0,0,1,0,1,0
Rainy,0.0562927310293018,1.3148820863662152,0.9071550115403128,1.1709514399304546,0,0,1,0,0.2871382667999758,-1.0361978069250288,0,0,1,0,-0.891295056117398,0,0,1,1,0,0
Snowy,-1.2123532072896002,1.116547017549763,-1.0587677844905876,0.921584588191622,0,0,1,0,-0.6405449464469835,-0.7769379169714067,0,0,0,1,-0.4379195362426523,0,0,1,0,1,0
Sunny,0.5752842512506708,0.4223742766921798,-1.350015606124795,1.1709514399304546,0,1,0,0,-1.945261802802568,2.593440652425681,1,0,0,0,3.4913349693384776,0,1,0,0,0,1
Snowy,-0.9816903094134362,0.4223742766921798,-0.4762721412221726,0.6722177364527896,0,0,0,1,-0.2088291215967189,-1.0361978069250288,0,0,0,1,-0.7401698828258161,0,0,1,0,1,0
Cloudy,-0.1743701668468621,-0.0734633953489509,-0.4762721412221726,-0.2629079575678323,0,0,0,1,0.0834471398123603,-0.5176780270177845,0,0,1,0,0.0154559836320935,1,0,0,0,0,1
