[LOG] Escribiendo logs en: outputs/lstm_summary_line_cls\log\train_20250831-223045.log
Modelo seleccionado: LSTM (Clasificación Summary, *una línea -> clase*)
Modo: SIN ventanas deslizantes (seq_len=1).
Dataset: data/weather_classification_Cloudy_Sunny_normalized.csv
Tiempo: None | Clases: 2
Features (18): ['Temperature_normalized', 'Humidity_normalized', 'Wind Speed_normalized', 'Precipitation (%)_normalized', 'Cloud Cover_clear', 'Cloud Cover_cloudy', 'Cloud Cover_overcast', 'Cloud Cover_partly cloudy', 'Atmospheric Pressure_normalized', 'UV Index_normalized', 'Season_Autumn', 'Season_Spring', 'Season_Summer', 'Season_Winter', 'Visibility (km)_normalized', 'Location_coastal', 'Location_inland', 'Location_mountain']
Nota: excluimos 'Summary_*' de FEATURES para evitar fuga de información.
Salida: outputs/lstm_summary_line_cls (guardado class_index.json)
Inicio entrenamiento — clases=2 | muestras: train=4620, val=990, test=990
Epoch 001 | train_loss=0.6616 | train_acc=0.7431 | train_f1=0.7282 | val_loss=0.6227 | val_acc=0.8737 | val_f1=0.8724
Epoch 047 | train_loss=0.1194 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 048 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 049 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 050 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 051 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 052 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 053 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 054 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 055 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 056 | train_loss=0.1193 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 057 | train_loss=0.1192 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 058 | train_loss=0.1192 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 059 | train_loss=0.1191 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 060 | train_loss=0.1190 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 061 | train_loss=0.1189 | train_acc=0.9476 | train_f1=0.9476 | val_loss=0.1564 | val_acc=0.9232 | val_f1=0.9231
Epoch 062 | train_loss=0.1187 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1565 | val_acc=0.9232 | val_f1=0.9231
Epoch 063 | train_loss=0.1185 | train_acc=0.9476 | train_f1=0.9476 | val_loss=0.1563 | val_acc=0.9232 | val_f1=0.9231
Epoch 064 | train_loss=0.1183 | train_acc=0.9470 | train_f1=0.9470 | val_loss=0.1561 | val_acc=0.9232 | val_f1=0.9231
Epoch 065 | train_loss=0.1180 | train_acc=0.9474 | train_f1=0.9474 | val_loss=0.1564 | val_acc=0.9222 | val_f1=0.9221
Epoch 066 | train_loss=0.1178 | train_acc=0.9476 | train_f1=0.9476 | val_loss=0.1564 | val_acc=0.9222 | val_f1=0.9221
Epoch 067 | train_loss=0.1174 | train_acc=0.9476 | train_f1=0.9476 | val_loss=0.1561 | val_acc=0.9222 | val_f1=0.9221
Epoch 068 | train_loss=0.1170 | train_acc=0.9485 | train_f1=0.9485 | val_loss=0.1561 | val_acc=0.9232 | val_f1=0.9231
Epoch 069 | train_loss=0.1167 | train_acc=0.9483 | train_f1=0.9483 | val_loss=0.1563 | val_acc=0.9222 | val_f1=0.9221
Epoch 070 | train_loss=0.1162 | train_acc=0.9494 | train_f1=0.9493 | val_loss=0.1559 | val_acc=0.9212 | val_f1=0.9211
Epoch 071 | train_loss=0.1158 | train_acc=0.9487 | train_f1=0.9487 | val_loss=0.1559 | val_acc=0.9222 | val_f1=0.9221
Epoch 072 | train_loss=0.1153 | train_acc=0.9489 | train_f1=0.9489 | val_loss=0.1556 | val_acc=0.9212 | val_f1=0.9211
Epoch 073 | train_loss=0.1151 | train_acc=0.9481 | train_f1=0.9480 | val_loss=0.1560 | val_acc=0.9212 | val_f1=0.9211
Epoch 074 | train_loss=0.1142 | train_acc=0.9498 | train_f1=0.9498 | val_loss=0.1558 | val_acc=0.9222 | val_f1=0.9221
Epoch 075 | train_loss=0.1137 | train_acc=0.9498 | train_f1=0.9498 | val_loss=0.1557 | val_acc=0.9202 | val_f1=0.9201
Epoch 076 | train_loss=0.1131 | train_acc=0.9504 | train_f1=0.9504 | val_loss=0.1555 | val_acc=0.9212 | val_f1=0.9211
Epoch 077 | train_loss=0.1124 | train_acc=0.9500 | train_f1=0.9500 | val_loss=0.1556 | val_acc=0.9212 | val_f1=0.9211
Epoch 078 | train_loss=0.1121 | train_acc=0.9498 | train_f1=0.9498 | val_loss=0.1551 | val_acc=0.9212 | val_f1=0.9211
Epoch 079 | train_loss=0.1110 | train_acc=0.9500 | train_f1=0.9500 | val_loss=0.1553 | val_acc=0.9212 | val_f1=0.9211
Epoch 080 | train_loss=0.1107 | train_acc=0.9504 | train_f1=0.9504 | val_loss=0.1549 | val_acc=0.9242 | val_f1=0.9241
Epoch 081 | train_loss=0.1097 | train_acc=0.9502 | train_f1=0.9502 | val_loss=0.1555 | val_acc=0.9222 | val_f1=0.9221
Epoch 082 | train_loss=0.1093 | train_acc=0.9506 | train_f1=0.9506 | val_loss=0.1574 | val_acc=0.9253 | val_f1=0.9251
Epoch 083 | train_loss=0.1081 | train_acc=0.9506 | train_f1=0.9506 | val_loss=0.1560 | val_acc=0.9242 | val_f1=0.9241
Epoch 084 | train_loss=0.1076 | train_acc=0.9498 | train_f1=0.9498 | val_loss=0.1557 | val_acc=0.9212 | val_f1=0.9211
Epoch 085 | train_loss=0.1066 | train_acc=0.9519 | train_f1=0.9519 | val_loss=0.1570 | val_acc=0.9202 | val_f1=0.9201
Epoch 086 | train_loss=0.1062 | train_acc=0.9528 | train_f1=0.9528 | val_loss=0.1564 | val_acc=0.9202 | val_f1=0.9201
Epoch 087 | train_loss=0.1051 | train_acc=0.9526 | train_f1=0.9526 | val_loss=0.1547 | val_acc=0.9162 | val_f1=0.9160
Epoch 088 | train_loss=0.1042 | train_acc=0.9532 | train_f1=0.9532 | val_loss=0.1552 | val_acc=0.9182 | val_f1=0.9181
Epoch 089 | train_loss=0.1034 | train_acc=0.9532 | train_f1=0.9532 | val_loss=0.1555 | val_acc=0.9202 | val_f1=0.9201
Epoch 090 | train_loss=0.1022 | train_acc=0.9535 | train_f1=0.9535 | val_loss=0.1560 | val_acc=0.9192 | val_f1=0.9191
Epoch 091 | train_loss=0.1018 | train_acc=0.9539 | train_f1=0.9539 | val_loss=0.1564 | val_acc=0.9192 | val_f1=0.9191
Epoch 092 | train_loss=0.1008 | train_acc=0.9541 | train_f1=0.9541 | val_loss=0.1555 | val_acc=0.9192 | val_f1=0.9191
Epoch 093 | train_loss=0.1003 | train_acc=0.9535 | train_f1=0.9535 | val_loss=0.1563 | val_acc=0.9192 | val_f1=0.9191
Epoch 094 | train_loss=0.0992 | train_acc=0.9535 | train_f1=0.9535 | val_loss=0.1564 | val_acc=0.9182 | val_f1=0.9181
Epoch 095 | train_loss=0.0982 | train_acc=0.9552 | train_f1=0.9552 | val_loss=0.1573 | val_acc=0.9172 | val_f1=0.9171
Epoch 096 | train_loss=0.0976 | train_acc=0.9556 | train_f1=0.9556 | val_loss=0.1566 | val_acc=0.9212 | val_f1=0.9211
Epoch 097 | train_loss=0.0968 | train_acc=0.9563 | train_f1=0.9563 | val_loss=0.1564 | val_acc=0.9202 | val_f1=0.9201
[EarlyStopping] Sin mejora en 10 épocas. Mejor epoch=87 (val_loss=0.1547).
Test: loss=0.13210 | acc=0.9364 | f1_macro=0.9364
[CONFUSION] Guardada en: outputs/lstm_summary_line_cls\plots\confusion_matrix_raw_from_train.png
[CKPT] Guardado en: outputs/lstm_summary_line_cls\checkpoints\lstm_line_cls_20250831-223056.pt | [TorchScript] outputs/lstm_summary_line_cls\checkpoints\lstm_line_cls_20250831-223056.ts
[PLOTS] Artefactos guardados en: outputs/lstm_summary_line_cls\plots
Listo.
