[LOG] Escribiendo logs en: outputs/lstm_summary_line_cls\log\train_20250831-222710.log
Modelo seleccionado: LSTM (Clasificación Summary, *una línea -> clase*)
Modo: SIN ventanas deslizantes (seq_len=1).
Dataset: data/weather_classification_normalized.csv
Tiempo: None | Clases: 4
Features (18): ['Temperature_normalized', 'Humidity_normalized', 'Wind Speed_normalized', 'Precipitation (%)_normalized', 'Cloud Cover_clear', 'Cloud Cover_cloudy', 'Cloud Cover_overcast', 'Cloud Cover_partly cloudy', 'Atmospheric Pressure_normalized', 'UV Index_normalized', 'Season_Autumn', 'Season_Spring', 'Season_Summer', 'Season_Winter', 'Visibility (km)_normalized', 'Location_coastal', 'Location_inland', 'Location_mountain']
Nota: excluimos 'Summary_*' de FEATURES para evitar fuga de información.
Salida: outputs/lstm_summary_line_cls (guardado class_index.json)
Inicio entrenamiento — clases=4 | muestras: train=9240, val=1980, test=1980
Epoch 001 | train_loss=1.2765 | train_acc=0.6407 | train_f1=0.6092 | val_loss=1.1534 | val_acc=0.7096 | val_f1=0.7028
Epoch 067 | train_loss=0.2212 | train_acc=0.9148 | train_f1=0.9148 | val_loss=0.2448 | val_acc=0.9045 | val_f1=0.9050
Epoch 068 | train_loss=0.2208 | train_acc=0.9148 | train_f1=0.9148 | val_loss=0.2445 | val_acc=0.9045 | val_f1=0.9050
Epoch 069 | train_loss=0.2205 | train_acc=0.9145 | train_f1=0.9145 | val_loss=0.2442 | val_acc=0.9051 | val_f1=0.9055
Epoch 070 | train_loss=0.2201 | train_acc=0.9148 | train_f1=0.9148 | val_loss=0.2438 | val_acc=0.9035 | val_f1=0.9040
Epoch 071 | train_loss=0.2197 | train_acc=0.9147 | train_f1=0.9147 | val_loss=0.2436 | val_acc=0.9040 | val_f1=0.9045
Epoch 072 | train_loss=0.2192 | train_acc=0.9154 | train_f1=0.9153 | val_loss=0.2432 | val_acc=0.9035 | val_f1=0.9040
Epoch 073 | train_loss=0.2186 | train_acc=0.9154 | train_f1=0.9154 | val_loss=0.2430 | val_acc=0.9040 | val_f1=0.9046
Epoch 074 | train_loss=0.2181 | train_acc=0.9153 | train_f1=0.9153 | val_loss=0.2427 | val_acc=0.9045 | val_f1=0.9051
Epoch 075 | train_loss=0.2175 | train_acc=0.9152 | train_f1=0.9151 | val_loss=0.2418 | val_acc=0.9040 | val_f1=0.9045
Epoch 076 | train_loss=0.2168 | train_acc=0.9162 | train_f1=0.9162 | val_loss=0.2415 | val_acc=0.9045 | val_f1=0.9050
Epoch 077 | train_loss=0.2161 | train_acc=0.9162 | train_f1=0.9162 | val_loss=0.2411 | val_acc=0.9045 | val_f1=0.9050
Epoch 078 | train_loss=0.2154 | train_acc=0.9160 | train_f1=0.9160 | val_loss=0.2408 | val_acc=0.9045 | val_f1=0.9050
Epoch 079 | train_loss=0.2146 | train_acc=0.9162 | train_f1=0.9162 | val_loss=0.2403 | val_acc=0.9045 | val_f1=0.9049
Epoch 080 | train_loss=0.2138 | train_acc=0.9166 | train_f1=0.9165 | val_loss=0.2394 | val_acc=0.9061 | val_f1=0.9065
Epoch 081 | train_loss=0.2130 | train_acc=0.9167 | train_f1=0.9166 | val_loss=0.2390 | val_acc=0.9066 | val_f1=0.9070
Epoch 082 | train_loss=0.2121 | train_acc=0.9170 | train_f1=0.9170 | val_loss=0.2384 | val_acc=0.9066 | val_f1=0.9070
Epoch 083 | train_loss=0.2110 | train_acc=0.9173 | train_f1=0.9173 | val_loss=0.2378 | val_acc=0.9081 | val_f1=0.9084
Epoch 084 | train_loss=0.2102 | train_acc=0.9180 | train_f1=0.9179 | val_loss=0.2372 | val_acc=0.9076 | val_f1=0.9080
Epoch 085 | train_loss=0.2094 | train_acc=0.9183 | train_f1=0.9183 | val_loss=0.2366 | val_acc=0.9076 | val_f1=0.9080
Epoch 086 | train_loss=0.2081 | train_acc=0.9187 | train_f1=0.9187 | val_loss=0.2362 | val_acc=0.9076 | val_f1=0.9081
Epoch 087 | train_loss=0.2072 | train_acc=0.9182 | train_f1=0.9182 | val_loss=0.2352 | val_acc=0.9071 | val_f1=0.9076
Epoch 088 | train_loss=0.2059 | train_acc=0.9184 | train_f1=0.9184 | val_loss=0.2345 | val_acc=0.9081 | val_f1=0.9085
Epoch 089 | train_loss=0.2052 | train_acc=0.9184 | train_f1=0.9184 | val_loss=0.2339 | val_acc=0.9071 | val_f1=0.9075
Epoch 090 | train_loss=0.2041 | train_acc=0.9198 | train_f1=0.9198 | val_loss=0.2333 | val_acc=0.9061 | val_f1=0.9064
Epoch 091 | train_loss=0.2029 | train_acc=0.9199 | train_f1=0.9199 | val_loss=0.2325 | val_acc=0.9061 | val_f1=0.9064
Epoch 092 | train_loss=0.2018 | train_acc=0.9209 | train_f1=0.9209 | val_loss=0.2325 | val_acc=0.9066 | val_f1=0.9070
Epoch 093 | train_loss=0.2004 | train_acc=0.9215 | train_f1=0.9215 | val_loss=0.2316 | val_acc=0.9045 | val_f1=0.9049
Epoch 094 | train_loss=0.1997 | train_acc=0.9211 | train_f1=0.9211 | val_loss=0.2313 | val_acc=0.9040 | val_f1=0.9045
Epoch 095 | train_loss=0.1984 | train_acc=0.9229 | train_f1=0.9229 | val_loss=0.2307 | val_acc=0.9066 | val_f1=0.9069
Epoch 096 | train_loss=0.1971 | train_acc=0.9231 | train_f1=0.9230 | val_loss=0.2302 | val_acc=0.9051 | val_f1=0.9055
Epoch 097 | train_loss=0.1962 | train_acc=0.9226 | train_f1=0.9226 | val_loss=0.2290 | val_acc=0.9066 | val_f1=0.9069
Epoch 098 | train_loss=0.1951 | train_acc=0.9242 | train_f1=0.9242 | val_loss=0.2287 | val_acc=0.9045 | val_f1=0.9050
Epoch 099 | train_loss=0.1941 | train_acc=0.9251 | train_f1=0.9251 | val_loss=0.2280 | val_acc=0.9061 | val_f1=0.9065
Epoch 100 | train_loss=0.1927 | train_acc=0.9248 | train_f1=0.9248 | val_loss=0.2280 | val_acc=0.9071 | val_f1=0.9074
Epoch 101 | train_loss=0.1918 | train_acc=0.9256 | train_f1=0.9256 | val_loss=0.2276 | val_acc=0.9096 | val_f1=0.9099
Epoch 102 | train_loss=0.1906 | train_acc=0.9261 | train_f1=0.9260 | val_loss=0.2272 | val_acc=0.9076 | val_f1=0.9079
Epoch 103 | train_loss=0.1899 | train_acc=0.9262 | train_f1=0.9262 | val_loss=0.2258 | val_acc=0.9056 | val_f1=0.9060
Epoch 104 | train_loss=0.1886 | train_acc=0.9264 | train_f1=0.9264 | val_loss=0.2260 | val_acc=0.9071 | val_f1=0.9074
Epoch 105 | train_loss=0.1875 | train_acc=0.9269 | train_f1=0.9269 | val_loss=0.2257 | val_acc=0.9076 | val_f1=0.9079
Epoch 106 | train_loss=0.1867 | train_acc=0.9264 | train_f1=0.9264 | val_loss=0.2251 | val_acc=0.9076 | val_f1=0.9079
Epoch 107 | train_loss=0.1857 | train_acc=0.9284 | train_f1=0.9283 | val_loss=0.2248 | val_acc=0.9076 | val_f1=0.9079
Epoch 108 | train_loss=0.1847 | train_acc=0.9275 | train_f1=0.9274 | val_loss=0.2243 | val_acc=0.9086 | val_f1=0.9088
Epoch 109 | train_loss=0.1835 | train_acc=0.9284 | train_f1=0.9283 | val_loss=0.2237 | val_acc=0.9071 | val_f1=0.9075
Epoch 110 | train_loss=0.1827 | train_acc=0.9295 | train_f1=0.9295 | val_loss=0.2240 | val_acc=0.9066 | val_f1=0.9070
Epoch 111 | train_loss=0.1821 | train_acc=0.9291 | train_f1=0.9291 | val_loss=0.2238 | val_acc=0.9081 | val_f1=0.9084
Epoch 112 | train_loss=0.1818 | train_acc=0.9286 | train_f1=0.9286 | val_loss=0.2239 | val_acc=0.9066 | val_f1=0.9069
Epoch 113 | train_loss=0.1813 | train_acc=0.9294 | train_f1=0.9294 | val_loss=0.2237 | val_acc=0.9066 | val_f1=0.9069
Epoch 114 | train_loss=0.1809 | train_acc=0.9293 | train_f1=0.9293 | val_loss=0.2232 | val_acc=0.9076 | val_f1=0.9080
Epoch 115 | train_loss=0.1805 | train_acc=0.9295 | train_f1=0.9295 | val_loss=0.2235 | val_acc=0.9071 | val_f1=0.9074
Epoch 116 | train_loss=0.1800 | train_acc=0.9298 | train_f1=0.9297 | val_loss=0.2233 | val_acc=0.9071 | val_f1=0.9074
Epoch 117 | train_loss=0.1796 | train_acc=0.9305 | train_f1=0.9305 | val_loss=0.2230 | val_acc=0.9081 | val_f1=0.9085
Epoch 118 | train_loss=0.1792 | train_acc=0.9305 | train_f1=0.9305 | val_loss=0.2229 | val_acc=0.9081 | val_f1=0.9085
Epoch 119 | train_loss=0.1789 | train_acc=0.9297 | train_f1=0.9297 | val_loss=0.2227 | val_acc=0.9091 | val_f1=0.9095
Epoch 120 | train_loss=0.1784 | train_acc=0.9302 | train_f1=0.9302 | val_loss=0.2226 | val_acc=0.9091 | val_f1=0.9095
Epoch 121 | train_loss=0.1780 | train_acc=0.9305 | train_f1=0.9305 | val_loss=0.2226 | val_acc=0.9091 | val_f1=0.9095
Epoch 122 | train_loss=0.1776 | train_acc=0.9311 | train_f1=0.9310 | val_loss=0.2227 | val_acc=0.9111 | val_f1=0.9115
Epoch 123 | train_loss=0.1774 | train_acc=0.9307 | train_f1=0.9307 | val_loss=0.2223 | val_acc=0.9101 | val_f1=0.9105
Epoch 124 | train_loss=0.1771 | train_acc=0.9304 | train_f1=0.9304 | val_loss=0.2222 | val_acc=0.9106 | val_f1=0.9110
Epoch 125 | train_loss=0.1767 | train_acc=0.9307 | train_f1=0.9307 | val_loss=0.2221 | val_acc=0.9086 | val_f1=0.9090
Epoch 126 | train_loss=0.1764 | train_acc=0.9316 | train_f1=0.9316 | val_loss=0.2222 | val_acc=0.9106 | val_f1=0.9110
Epoch 127 | train_loss=0.1762 | train_acc=0.9312 | train_f1=0.9311 | val_loss=0.2222 | val_acc=0.9101 | val_f1=0.9105
Epoch 128 | train_loss=0.1759 | train_acc=0.9316 | train_f1=0.9316 | val_loss=0.2220 | val_acc=0.9106 | val_f1=0.9110
Epoch 129 | train_loss=0.1755 | train_acc=0.9314 | train_f1=0.9313 | val_loss=0.2220 | val_acc=0.9106 | val_f1=0.9110
Epoch 130 | train_loss=0.1754 | train_acc=0.9314 | train_f1=0.9313 | val_loss=0.2219 | val_acc=0.9101 | val_f1=0.9105
Epoch 131 | train_loss=0.1752 | train_acc=0.9319 | train_f1=0.9319 | val_loss=0.2219 | val_acc=0.9096 | val_f1=0.9100
Epoch 132 | train_loss=0.1749 | train_acc=0.9315 | train_f1=0.9315 | val_loss=0.2220 | val_acc=0.9096 | val_f1=0.9100
Epoch 133 | train_loss=0.1746 | train_acc=0.9326 | train_f1=0.9325 | val_loss=0.2219 | val_acc=0.9096 | val_f1=0.9100
Epoch 134 | train_loss=0.1745 | train_acc=0.9321 | train_f1=0.9321 | val_loss=0.2217 | val_acc=0.9111 | val_f1=0.9115
Epoch 135 | train_loss=0.1744 | train_acc=0.9317 | train_f1=0.9317 | val_loss=0.2216 | val_acc=0.9101 | val_f1=0.9105
Epoch 136 | train_loss=0.1742 | train_acc=0.9316 | train_f1=0.9316 | val_loss=0.2216 | val_acc=0.9096 | val_f1=0.9100
Epoch 137 | train_loss=0.1740 | train_acc=0.9319 | train_f1=0.9319 | val_loss=0.2217 | val_acc=0.9096 | val_f1=0.9100
Epoch 138 | train_loss=0.1739 | train_acc=0.9324 | train_f1=0.9323 | val_loss=0.2217 | val_acc=0.9101 | val_f1=0.9105
Epoch 139 | train_loss=0.1738 | train_acc=0.9320 | train_f1=0.9320 | val_loss=0.2217 | val_acc=0.9096 | val_f1=0.9100
Epoch 140 | train_loss=0.1737 | train_acc=0.9318 | train_f1=0.9318 | val_loss=0.2217 | val_acc=0.9101 | val_f1=0.9105
Epoch 141 | train_loss=0.1736 | train_acc=0.9319 | train_f1=0.9319 | val_loss=0.2216 | val_acc=0.9096 | val_f1=0.9100
Epoch 142 | train_loss=0.1735 | train_acc=0.9320 | train_f1=0.9320 | val_loss=0.2216 | val_acc=0.9101 | val_f1=0.9105
Epoch 143 | train_loss=0.1735 | train_acc=0.9319 | train_f1=0.9319 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 144 | train_loss=0.1734 | train_acc=0.9317 | train_f1=0.9317 | val_loss=0.2216 | val_acc=0.9101 | val_f1=0.9105
Epoch 145 | train_loss=0.1734 | train_acc=0.9317 | train_f1=0.9317 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 146 | train_loss=0.1733 | train_acc=0.9318 | train_f1=0.9318 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 147 | train_loss=0.1733 | train_acc=0.9318 | train_f1=0.9318 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 148 | train_loss=0.1733 | train_acc=0.9318 | train_f1=0.9318 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 149 | train_loss=0.1733 | train_acc=0.9317 | train_f1=0.9317 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 150 | train_loss=0.1733 | train_acc=0.9317 | train_f1=0.9317 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 151 | train_loss=0.1733 | train_acc=0.9317 | train_f1=0.9317 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 152 | train_loss=0.1733 | train_acc=0.9317 | train_f1=0.9317 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 153 | train_loss=0.1733 | train_acc=0.9318 | train_f1=0.9318 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 154 | train_loss=0.1733 | train_acc=0.9316 | train_f1=0.9316 | val_loss=0.2215 | val_acc=0.9101 | val_f1=0.9105
Epoch 155 | train_loss=0.1733 | train_acc=0.9316 | train_f1=0.9316 | val_loss=0.2216 | val_acc=0.9101 | val_f1=0.9105
[EarlyStopping] Sin mejora en 10 épocas. Mejor epoch=145 (val_loss=0.2215).
Test: loss=0.21545 | acc=0.9051 | f1_macro=0.9053
[CONFUSION] Guardada en: outputs/lstm_summary_line_cls\plots\confusion_matrix_raw_from_train.png
[CKPT] Guardado en: outputs/lstm_summary_line_cls\checkpoints\lstm_line_cls_20250831-222744.pt | [TorchScript] outputs/lstm_summary_line_cls\checkpoints\lstm_line_cls_20250831-222744.ts
[PLOTS] Artefactos guardados en: outputs/lstm_summary_line_cls\plots
Listo.
