Formatted Date,pred_Temperature (C)_normalized,pred_Temperature (C)
2017-01-03 02:00:00,-1.4949894,-2.3467073
2017-01-03 03:00:00,-1.5397859,-2.774581
2017-01-03 04:00:00,-1.5447389,-2.8218899
2017-01-03 05:00:00,-1.5413679,-2.789692
2017-01-03 06:00:00,-1.5312283,-2.6928434
2017-01-03 07:00:00,-1.480472,-2.208045
2017-01-03 08:00:00,-1.4517117,-1.933341
2017-01-03 09:00:00,-1.395749,-1.3988132
2017-01-03 10:00:00,-1.3567853,-1.0266514
2017-01-03 11:00:00,-1.3278185,-0.7499752
2017-01-03 12:00:00,-1.3634337,-1.0901546
2017-01-03 13:00:00,-1.3322134,-0.7919531
2017-01-03 14:00:00,-1.3539308,-0.99938774
2017-01-03 15:00:00,-1.4158425,-1.5907364
2017-01-03 16:00:00,-1.4128548,-1.5621996
2017-01-03 17:00:00,-1.4294212,-1.7204332
2017-01-03 18:00:00,-1.4830761,-2.2329178
2017-01-03 19:00:00,-1.5516995,-2.8883743
2017-01-03 20:00:00,-1.5727333,-3.0892782
2017-01-03 21:00:00,-1.5746912,-3.1079788
2017-01-03 22:00:00,-1.545538,-2.8295221
2017-01-03 23:00:00,-1.5354086,-2.7327719
2017-01-04 00:00:00,-1.5657649,-3.0227194
2017-01-04 01:00:00,-1.6542661,-3.8680391
2017-01-04 02:00:00,-1.6166931,-3.509161
2017-01-04 03:00:00,-1.5914878,-3.2684116
2017-01-04 04:00:00,-1.62027,-3.5433254
2017-01-04 05:00:00,-1.6398468,-3.7303123
2017-01-04 06:00:00,-1.5197659,-2.5833597
2017-01-04 07:00:00,-1.5135311,-2.5238085
2017-01-04 08:00:00,-1.5921837,-3.2750587
2017-01-04 09:00:00,-1.4392563,-1.814373
2017-01-04 10:00:00,-1.384444,-1.2908335
2017-01-04 11:00:00,-1.3322351,-0.792161
2017-01-04 12:00:00,-1.3316749,-0.7868099
2017-01-04 13:00:00,-1.309574,-0.57571316
2017-01-04 14:00:00,-1.3057336,-0.539031
2017-01-04 15:00:00,-1.3175381,-0.651783
2017-01-04 16:00:00,-1.4295853,-1.7220011
2017-01-04 17:00:00,-1.4547251,-1.9621239
2017-01-04 18:00:00,-1.4834582,-2.2365675
2017-01-04 19:00:00,-1.484052,-2.242239
2017-01-04 20:00:00,-1.5217,-2.6018343
2017-01-04 21:00:00,-1.5576011,-2.9447432
2017-01-04 22:00:00,-1.5559899,-2.9293537
2017-01-04 23:00:00,-1.5523319,-2.894415
2017-01-05 00:00:00,-1.6285927,-3.62282
2017-01-05 01:00:00,-1.6692923,-4.0115614
2017-01-05 02:00:00,-1.6396773,-3.728694
2017-01-05 03:00:00,-1.5272751,-2.6550846
2017-01-05 04:00:00,-1.5722847,-3.0849934
2017-01-05 05:00:00,-1.6241598,-3.5804787
2017-01-05 06:00:00,-1.6031644,-3.379941
2017-01-05 07:00:00,-1.559555,-2.9634066
2017-01-05 08:00:00,-1.5397521,-2.7742586
2017-01-05 09:00:00,-1.3973973,-1.4145575
2017-01-05 10:00:00,-1.4313546,-1.7389002
2017-01-05 11:00:00,-1.3665347,-1.1197729
2017-01-05 12:00:00,-1.3292588,-0.7637329
2017-01-05 13:00:00,-1.3616306,-1.0729313
2017-01-05 14:00:00,-1.3457478,-0.92122746
2017-01-05 15:00:00,-1.3163619,-0.64054775
2017-01-05 16:00:00,-1.3664802,-1.1192532
2017-01-05 17:00:00,-1.4006038,-1.4451838
2017-01-05 18:00:00,-1.4363031,-1.7861662
2017-01-05 19:00:00,-1.5051101,-2.4433765
2017-01-05 20:00:00,-1.4911741,-2.3102655
2017-01-05 21:00:00,-1.4924697,-2.3226404
2017-01-05 22:00:00,-1.5673491,-3.0378513
